track_id,offset,peri_core_asymmetry,delta_from_baseline
1,-3,-0.0734151599454397,0.0
1,-2,-0.12133628942036079,-0.04792112947492108
1,-1,-0.11854274879639261,-0.0451275888509529
1,0,-0.0914356349480703,-0.018020475002630598
9,-3,-0.0953458124083874,0.0
9,-2,-0.07874398871745268,0.016601823690934714
9,-1,-0.08112694688645575,0.014218865521931648
9,0,-0.11112989619918566,-0.015784083790798265
10,-3,-0.058064023018537705,0.0
10,-2,-0.06663768081735859,-0.008573657798820883
10,-1,-0.05928636250809338,-0.0012223394895556766
10,0,-0.05608738027149238,0.001976642747045322
13,-3,0.017497771252864263,0.0
13,-2,0.02927277754551193,0.011775006292647668
13,-1,0.02237192015087117,0.004874148898006907
13,0,0.004164833393000172,-0.013332937859864091
15,-3,-0.08887029723540932,0.0
15,-2,-0.10715567993927123,-0.018285382703861916
15,-1,-0.0917344719514267,-0.0028641747160173814
15,0,-0.10810416765471037,-0.019233870419301052
17,-3,-0.08181644403711479,0.0
17,-2,-0.08593883177806004,-0.004122387740945255
17,-1,-0.06250267429459568,0.01931376974251911
17,0,-0.07343195563375893,0.008384488403355858
20,-3,0.02866353988612173,0.0
20,-2,0.035710890941519684,0.007047351055397954
20,-1,0.01865338830316487,-0.010010151582956858
20,0,0.01333094182439439,-0.01533259806172734
24,-3,-0.21046625879985625,0.0
24,-2,-0.20546861350024082,0.004997645299615439
24,-1,-0.16993050480968763,0.04053575399016862
24,0,-0.0778835631072616,0.13258269569259465
26,-3,-0.07032135969878557,0.0
26,-2,-0.0798452695070834,-0.009523909808297829
26,-1,-0.0619905986583058,0.008330761040479771
26,0,-0.05401583301815507,0.016305526680630504
30,-3,-0.10950790150968272,0.0
30,-2,-0.07863073061548477,0.030877170894197947
30,-1,-0.09448740592241892,0.015020495587263802
30,0,-0.10623116554974935,0.0032767359599333717
33,-3,0.008375342601794853,0.0
33,-2,-0.003720044844730856,-0.012095387446525708
33,-1,-0.05562982865308025,-0.0640051712548751
33,0,-0.05422396340629776,-0.06259930600809262
34,-3,-0.08016174075088983,0.0
34,-2,-0.05910839753538762,0.02105334321550221
34,-1,-0.04664950116460893,0.033512239586280905
34,0,-0.06037724847672077,0.019784492274169063
35,-3,-0.03219877686321066,0.0
35,-2,-0.03263513210793179,-0.00043635524472113163
35,-1,,
35,0,-0.036328278659006175,-0.0041295017957955135
38,-3,-0.13309924485519567,0.0
38,-2,-0.10991852062934011,0.023180724225855556
38,-1,-0.12253663504672395,0.01056260980847172
38,0,-0.06359164966604253,0.06950759518915314
39,-3,-0.06793585901128457,0.0
39,-2,-0.07310245868646914,-0.005166599675184569
39,-1,-0.07133344695995814,-0.003397587948673564
39,0,-0.05650644302994245,0.011429415981342124
42,-3,-0.33151276716630484,0.0
42,-2,-0.3123021926624599,0.019210574503844946
42,-1,-0.31215008329687544,0.01936268386942941
42,0,-0.2804973982157529,0.05101536895055192
43,-3,-0.08696954393936897,0.0
43,-2,-0.07860907289909397,0.008360471040275
43,-1,-0.0754160588287832,0.011553485110585765
43,0,-0.05119313396057671,0.03577640997879226
44,-3,-0.04608651236660218,0.0
44,-2,-0.0625542206439032,-0.01646770827730102
44,-1,-0.07061673306483372,-0.02453022069823154
44,0,-0.07992612834744822,-0.03383961598084604
46,-3,-0.03016821605843855,0.0
46,-2,-0.019031542630813553,0.011136673427624998
46,-1,-0.05420710541165001,-0.02403888935321146
46,0,-0.0558468849489089,-0.025678668890470352
48,-3,0.01774597071303351,0.0
48,-2,0.0209562435554742,0.0032102728424406902
48,-1,-0.01096688247652987,-0.028712853189563382
48,0,-0.001790765585118881,-0.01953673629815239
49,-3,-0.16137953313018658,0.0
49,-2,-0.18018015219341088,-0.018800619063224305
49,-1,-0.0919161350984734,0.06946339803171317
49,0,-0.08691684114457507,0.0744626919856115
54,-3,-0.04317823886867756,0.0
54,-2,-0.062406107490114424,-0.019227868621436862
54,-1,-0.0896917710623276,-0.046513532193650044
54,0,-0.08524179895815227,-0.04206356008947471
57,-3,-0.1491956284391033,0.0
57,-2,-0.15397584928053498,-0.004780220841431676
57,-1,-0.14769858564776756,0.001497042791335751
57,0,-0.13585966283299084,0.013335965606112471
59,-3,-0.18289723507442324,0.0
59,-2,-0.1774063172096895,0.005490917864733741
59,-1,-0.10310178515847722,0.07979544991594602
59,0,-0.07886511111673594,0.1040321239576873
63,-3,0.029469687532900038,0.0
63,-2,-0.0037674237313907095,-0.03323711126429075
63,-1,-0.015668973755498666,-0.045138661288398704
63,0,-0.031512380888525426,-0.060982068421425464
64,-3,-0.030572041360025816,0.0
64,-2,-0.004325627293967181,0.026246414066058633
64,-1,-0.03455529182708786,-0.0039832504670620425
64,0,0.0030235626415472945,0.03359560400157311
68,-3,-0.15985400926008408,0.0
68,-2,-0.12223365113771952,0.03762035812236457
68,-1,-0.09232664624403945,0.06752736301604463
68,0,-0.0260407214699164,0.13381328779016768
70,-3,-0.20565447531793407,0.0
70,-2,-0.1080544164556076,0.09760005886232648
70,-1,-0.08018337396619174,0.12547110135174233
70,0,-0.0740104155627093,0.13164405975522475
72,-3,-0.10531806006034364,0.0
72,-2,-0.08217907039207811,0.023138989668265525
72,-1,-0.0679904942038562,0.037327565856487444
72,0,-0.07025436495030551,0.03506369511003812
74,-3,0.0923561509286325,0.0
74,-2,0.11337687441889142,0.021020723490258922
74,-1,0.11636701610288556,0.024010865174253063
74,0,0.09732620898148725,0.004970058052854748
75,-3,-0.12304539664371296,0.0
75,-2,-0.1071408269839911,0.015904569659721854
75,-1,-0.11183031377515003,0.011215082868562931
75,0,-0.12571743577679123,-0.0026720391330782717
78,-3,-0.014258656878137734,0.0
78,-2,-0.0009231192071474311,0.013335537670990303
78,-1,0.00522504998156632,0.019483706859704054
78,0,-0.023989565538349158,-0.009730908660211424
79,-3,-0.08741560877505773,0.0
79,-2,-0.08516101925380302,0.0022545895212547074
79,-1,-0.08807151051329003,-0.0006559017382322951
79,0,-0.07855223033258944,0.00886337844246829
86,-3,-0.12909394445287609,0.0
86,-2,-0.09086057964891996,0.03823336480395613
86,-1,-0.04695932123113128,0.0821346232217448
86,0,-0.028649101762630025,0.10044484269024606
90,-3,-0.06090363815881401,0.0
90,-2,-0.05539162278527409,0.005512015373539916
90,-1,-0.07670763327872587,-0.015803995119911866
90,0,-0.05755195715402351,0.0033516810047904966
95,-3,-0.12812036945723634,0.0
95,-2,-0.13694973270477406,-0.00882936324753772
95,-1,-0.12136037828725216,0.006759991169984186
95,0,-0.1256702666842334,0.002450102773002949
98,-3,-0.10747885530535775,0.0
98,-2,-0.11453496919294029,-0.007056113887582538
98,-1,-0.10158867640690172,0.005890178898456028
98,0,-0.08876483960559617,0.018714015699761583
99,-3,-0.10647355097630785,0.0
99,-2,-0.08501939076805233,0.021454160208255524
99,-1,-0.08255875051262522,0.023914800463682634
99,0,-0.06752830350805684,0.03894524746825101
102,-3,0.04749950612723165,0.0
102,-2,,
102,-1,,
102,0,0.03414388010997973,-0.013355626017251924
105,-3,-0.08951092985090976,0.0
105,-2,-0.07367139138202104,0.01583953846888872
105,-1,-0.08491912296395505,0.004591806886954708
105,0,-0.06901849730354179,0.020492432547367975
109,-3,-0.14378534610579716,0.0
109,-2,-0.12143098870923492,0.022354357396562233
109,-1,-0.14511607875691654,-0.0013307326511193818
109,0,-0.12492941070868742,0.018855935397109738
111,-3,0.020528092051076433,0.0
111,-2,0.03574322729119296,0.015215135240116529
111,-1,0.014779327878804966,-0.005748764172271466
111,0,0.020829709817918915,0.0003016177668424824
112,-3,-0.01848723658218217,0.0
112,-2,-0.02237284900824383,-0.0038856124260616583
112,-1,-0.050507309543563784,-0.03202007296138161
112,0,-0.03389699788759388,-0.015409761305411707
113,-3,-0.062240524496454105,0.0
113,-2,-0.08245902724946962,-0.02021850275301551
113,-1,,
113,0,-0.06448450026503488,-0.0022439757685807776
114,-3,-0.1114522555705504,0.0
114,-2,-0.10989725086822118,0.0015550047023292213
114,-1,-0.08136021788717263,0.030092037683377773
114,0,-0.07733590632904784,0.03411634924150256
115,-3,-0.02842842952940691,0.0
115,-2,-0.022304232786178418,0.006124196743228491
115,-1,-0.04137330839475136,-0.012944878865344452
115,0,-0.028017060938113205,0.00041136859129370373
121,-3,-0.0924370671046199,0.0
121,-2,-0.1055842398217497,-0.013147172717129813
121,-1,-0.10087483992720901,-0.008437772822589118
121,0,-0.09873877303816964,-0.006301705933549742
122,-3,-0.09653987068647384,0.0
122,-2,-0.07384053676810944,0.0226993339183644
122,-1,-0.10293795024850472,-0.006398079562030881
122,0,-0.11837472609290513,-0.02183485540643129
123,-3,-0.03965053180571094,0.0
123,-2,-0.07220625560396009,-0.03255572379824915
123,-1,-0.11818682549050487,-0.07853629368479392
123,0,-0.13861282004830228,-0.09896228824259135
124,-3,-0.09620958079530346,0.0
124,-2,-0.09291706543553001,0.003292515359773457
124,-1,-0.07269632612001924,0.02351325467528423
124,0,-0.09651645559029928,-0.0003068747949958178
125,-3,0.00794632181074817,0.0
125,-2,0.0024317082041363405,-0.005514613606611828
125,-1,0.022269271197184432,0.014322949386436263
125,0,-0.03949203444929534,-0.04743835626004351
128,-3,0.065630580132992,0.0
128,-2,0.059865198501212684,-0.005765381631779316
128,-1,0.008016857989772646,-0.05761372214321935
128,0,0.057403647799788335,-0.008226932333203665
129,-3,-0.05327710057579268,0.0
129,-2,-0.08144894742135725,-0.02817184684556457
129,-1,-0.09629695988533178,-0.0430198593095391
129,0,-0.060973159584647815,-0.007696059008855137
131,-3,-0.045090570262576166,0.0
131,-2,-0.09416237330826015,-0.04907180304568398
131,-1,-0.1086182696350269,-0.06352769937245073
131,0,-0.10672025190632163,-0.061629681643745465
135,-3,0.00296221441973181,0.0
135,-2,-0.008097674257863962,-0.011059888677595772
135,-1,-0.014165551112176343,-0.017127765531908153
135,0,-0.042923391367989686,-0.045885605787721495
137,-3,-0.16138731058620018,0.0
137,-2,-0.10180869173172599,0.059578618854474186
137,-1,,
