gradient_axis,axes_results_centroid_x_mann_whitney_U,axes_results_centroid_x_mann_whitney_p,axes_results_centroid_x_point_biserial_r,axes_results_centroid_x_point_biserial_p,axes_results_centroid_x_died_median,axes_results_centroid_x_survived_median,axes_results_centroid_y_mann_whitney_U,axes_results_centroid_y_mann_whitney_p,axes_results_centroid_y_point_biserial_r,axes_results_centroid_y_point_biserial_p,axes_results_centroid_y_died_median,axes_results_centroid_y_survived_median,quartile_death_rates_1_n_cells,quartile_death_rates_1_n_died,quartile_death_rates_1_death_rate,quartile_death_rates_2_n_cells,quartile_death_rates_2_n_died,quartile_death_rates_2_death_rate,quartile_death_rates_3_n_cells,quartile_death_rates_3_n_died,quartile_death_rates_3_death_rate,quartile_death_rates_4_n_cells,quartile_death_rates_4_n_died,quartile_death_rates_4_death_rate,auc_position_only
centroid_y,15392.0,0.47992742933354615,-0.032873774418999926,0.5341162237113701,733.8422818791946,744.593373493976,16893.0,0.41322777607048156,0.04146324773171589,0.43285755844737794,582.0323774283071,527.2660668380463,90,41,0.45555555555555555,90,39,0.43333333333333335,90,37,0.4111111111111111,90,48,0.5333333333333333,0.5250349650349649
