track_id,first_frame,last_frame,mean_area,num_detections,lifetime,disappeared,mean_volume,mean_surface_area,mean_fluor_intensity,mean_fluor_total,mean_cv,mean_nnrm,mean_edge_distance_norm,mean_gaussian_sigma_norm,preburst_slope,preburst_spike
44,0,16,1252.5882352941176,17,17,True,9.122587889440958,20.84432082352941,2337.2899588538617,2648904.411764706,0.36319844309584004,0.07066952154124834,1.4281797729574148,0.3637162604245636,-96.76648425899421,False
45,0,24,1300.36,25,25,False,9.581862694681162,21.639290759999998,1934.9873128969866,2412468.0,0.45033100340196713,0.08667741365427553,1.4543690708289292,0.3651286590949677,,
46,0,9,772.2,10,10,True,4.3613428792298015,12.8501802,1736.2802224251718,1344806.5,0.3106934291244143,0.05424297186526642,1.4527347973870377,0.35648084863238527,-42.88484344974974,False
47,0,20,812.3809523809524,21,21,True,4.69632941996097,13.51883142857143,2225.3770434132193,1764084.9523809524,0.6385501176552859,0.14679135078088817,1.6814040948334563,0.3003204497916858,-138.24147432624406,False
48,0,24,1196.0,25,25,False,8.420626945702358,19.902635999999998,2278.7264059609397,2651369.36,0.4445450276972799,0.10012587653557245,1.5405332687043947,0.35362460229142584,,
49,0,24,1050.28,25,25,False,6.908359937379415,17.477709479999998,2648.1597067937155,2752480.72,0.37552826993700333,0.09763132848796491,1.5615088172122744,0.34860426081322593,,
50,0,24,1131.52,25,25,False,7.692736588213934,18.82962432,2749.649669495312,3110479.84,0.35488391622198284,0.09459673716171352,1.498195490603288,0.36485138351915436,,
51,0,24,886.68,25,25,False,5.351881662907217,14.755241879999998,2187.449210591116,1923352.92,0.4133117548788228,0.07712632386647396,1.591379915385274,0.34305526423427496,,
52,0,17,1237.1666666666667,18,18,True,8.821106603179452,20.587690499999997,4094.952970555227,5025177.888888889,0.5684484002989225,0.10497759864038878,1.5573732241983482,0.3344415872546124,-261.62901203201574,False
53,0,24,1096.72,25,25,False,7.418381719552233,18.25051752,2236.7781406484182,2378058.64,0.4161199299002922,0.08327654116683329,1.4307773339788143,0.3651287519359026,,
54,0,24,1007.16,25,25,False,6.475250595132463,16.76014956,2451.570913214309,2448615.24,0.4562375427435439,0.10198402566673966,1.6228712626001138,0.3376170854436322,,
55,0,24,1252.56,25,25,False,8.984577942958309,20.84385096,2987.618993861627,3679424.16,0.47478763119645967,0.10689849171204212,1.5810581157238293,0.33524772463579966,,
56,0,15,1029.4375,16,16,True,6.745262094048473,17.1308694375,3861.3715948459303,3810627.75,0.7180783431273671,0.154108315170719,1.67340118705208,0.30475710944753504,-409.04222426468004,False
57,0,24,967.0,25,25,False,6.085165583362316,16.091847,2636.522023931344,2535888.16,0.5129609786882785,0.11809912690345457,1.6347119339898446,0.3305461355975339,,
58,0,24,1012.48,25,25,False,6.540486760985984,16.848679679999996,1922.6753786823642,1917658.6,0.5130959736906991,0.10168162657325734,1.5976068561970718,0.33430198706962555,,
59,0,24,1448.32,25,25,False,11.263225867809753,24.10149312,2781.983527889878,3860787.92,0.47394014331867473,0.08575904091944736,1.530538607865773,0.34721263423551135,,
60,0,20,933.2857142857143,21,21,True,5.802480127359205,15.530807571428571,2226.721708994333,2041217.0,0.39469819629119673,0.0951549359787102,1.5086341474300873,0.36152476633356506,3.7742210429853515,False
61,0,24,1058.88,25,25,False,7.113852885635047,17.62082208,1598.7706573902053,1525957.96,0.805423554814222,0.15289172169339843,1.6636189778983534,0.29151642724669974,,
62,0,24,1430.4,25,25,False,10.984397185908865,23.803286399999998,1589.6737051404425,2236125.36,0.4836539256797429,0.09353078020732816,1.5161187821735262,0.35096921296086014,,
63,0,24,1355.88,25,25,False,10.111700099728257,22.56319908,2901.9260037614954,3903231.2,0.4777013153074829,0.09892660141724255,1.572570655969303,0.3479367355337116,,
64,0,24,1157.52,25,25,False,8.058490151619115,19.262290319999998,2255.2132793777437,2504458.92,0.5039391209021042,0.0854247127523076,1.5028577542401762,0.3375933555745936,,
65,0,24,1269.88,25,25,False,9.229843019341494,21.13207308,2824.6754504022083,3434079.84,0.3894952621690216,0.08830005767967343,1.5334463117617494,0.35683063005653154,,
66,0,18,949.1052631578947,19,19,True,5.913678376678964,15.794060684210526,3279.6870663889526,3099695.0,0.35485054677059685,0.10135247776024646,1.44937803143532,0.3712516418637944,-21.822228958980254,False
67,0,13,777.0,14,14,True,4.380820759635577,12.930057,2424.5908809033895,1874068.857142857,0.6853230659877075,0.14233336678288938,1.6505495045091005,0.2930745678761208,-11.65098616318173,False
68,0,11,879.8333333333334,12,12,True,5.405886350057416,14.6413065,3102.5941231906004,2506472.9166666665,0.6340395679794758,0.1554558036806695,1.666527613197992,0.2957446886676864,-614.6818557829595,False
69,0,24,1081.304347826087,23,25,False,7.218889851417997,17.99398565217391,3372.8824880100806,3541290.217391304,0.32487719104849455,0.04813792512894768,1.4392024496927116,0.3551035601539044,,
70,0,6,772.1428571428571,7,7,True,4.342474691375202,12.849229285714285,1781.2161577429056,1369832.7142857143,0.8511820392447461,0.1692635359655513,1.5179002103262544,0.2794550584728362,-58.02485774696658,False
71,0,24,1439.04,25,25,False,11.060726611663545,23.947064639999997,3141.7735634744067,4502908.68,0.4044930728831336,0.11485895023880806,1.5046523434324748,0.3647607077665905,,
72,0,5,1082.5,6,6,True,7.200622467424727,18.013882499999998,1381.56481842077,1483926.0,0.5739079442082673,0.09668539093460876,1.5662837577316087,0.3284258892995137,-70.842678090034,False
73,0,24,924.12,25,25,False,5.696341048489662,15.37828092,2612.0690797444427,2394758.56,0.45627547416407876,0.08829239571559733,1.5342930347559152,0.34579286879733073,,
74,0,24,1062.16,25,25,False,7.024191980464919,17.67540456,3328.8727957491997,3470592.56,0.4973184852981698,0.09095291294317809,1.6008832986321264,0.33488262098608457,,
75,0,10,935.9090909090909,11,11,True,5.801338342220893,15.574463181818182,2618.1588204417862,2410920.0,0.4036611986446003,0.0952586449223769,1.5115878086898078,0.35362007477918617,-124.41579487914304,False
76,0,17,997.6111111111111,18,18,True,6.411296013746648,16.6012465,2035.8525636804359,1979091.9444444445,0.43492730149436326,0.07474514872572495,1.5569106295362498,0.3441598081999363,-58.20401852801103,False
78,0,24,821.44,25,25,False,4.7830763679110975,13.66958304,3496.1505900020093,2799999.96,0.7013076527553551,0.14569459824827272,1.5498682779698414,0.3044249369964881,,
79,0,24,1172.6,25,25,False,8.167109345745398,19.5132366,2757.7277326699696,3159930.04,0.4478286917832267,0.08089919138485765,1.4979327068000095,0.3462343038141091,,
80,0,24,973.24,25,25,False,6.176676950410086,16.195686839999997,2582.453698559384,2455283.68,0.48727968536184824,0.09907657442755834,1.5593822666398958,0.3307820383582228,,
81,0,20,883.4761904761905,21,21,True,5.382967096739732,14.701927285714286,2184.5018595750057,1860325.6666666667,0.4478579700612564,0.09420583937689578,1.5872701966051461,0.33807915247516374,-73.560578201742,False
82,0,24,1361.36,25,25,False,10.18360093907894,22.65439176,2825.920452510643,3816776.84,0.3205772988428426,0.1013139310100334,1.3681685805507378,0.38853043219280764,,
83,0,13,820.4285714285714,14,14,True,4.788141427410516,13.652751857142858,2289.2585588205307,1815656.5,0.5471543864093525,0.11376570999510822,1.615958304325517,0.326163432111941,-298.5114863435719,False
84,0,24,1075.16,25,25,False,7.1703702328024095,17.89173756,2357.1775266047616,2487708.08,0.4224928857749905,0.08686129785203602,1.5202739504145666,0.3481071719390534,,
86,0,14,983.0,15,15,True,6.242997886080109,16.358103,1984.4711367219884,1929070.2666666666,0.599921920349409,0.12912146126422677,1.670530363466354,0.3201586719179281,3.656652684773548,False
87,0,24,975.84,25,25,False,6.202010938957489,16.23895344,1650.609102636764,1559749.84,0.5008750571305639,0.08119793799276978,1.525789545918323,0.33084267694456243,,
88,0,24,957.2,25,25,False,6.002651357708306,15.9287652,2386.304407087552,2264683.76,0.4059809861741928,0.09427510740998601,1.4992486283116326,0.34661975279190144,,
89,0,24,1192.56,25,25,False,8.343159786092098,19.84539096,2444.834018317305,2896183.48,0.4580648279856183,0.10025086734311411,1.5231621884600428,0.35974298440301306,,
90,0,24,1028.52,25,25,False,6.685033205249677,17.11560132,2525.727828177809,2561656.2,0.4897972829304307,0.10452736276539559,1.6039280628073325,0.34071808140338417,,
91,0,24,1035.04,25,25,False,6.823876901777786,17.22410064,1983.9929849356968,1936049.92,0.4452468667477302,0.10658424986319284,1.6127614823310479,0.33356620858439656,,
92,0,16,1003.0588235294117,17,17,True,6.431932415675226,16.69190188235294,3312.9549998234725,3296028.0588235296,0.48968310496630424,0.10555471247704341,1.5820353629370485,0.33976153638523743,-44.24628060315195,False
93,0,19,1169.6,20,20,True,8.11676790493497,19.4633136,2345.324803874806,2711074.55,0.4918713831355156,0.10552904711680769,1.5960632644261146,0.3426566806493058,-78.57733786212222,False
94,0,24,1213.04,25,25,False,8.567702276075021,20.18619864,2096.1376339582293,2503767.04,0.5372679848026877,0.11237131085409573,1.5996186095992362,0.33617304846343193,,
95,0,24,1404.56,25,25,False,10.701077840071099,23.37328296,2212.497279678338,3063408.2,0.37197222613161424,0.1039764215478509,1.4898948319863186,0.36358259704041296,,
96,0,17,957.3333333333334,18,18,True,6.006163808835975,15.930983999999999,2489.046086101958,2341464.0,0.7349604123472646,0.1672435564443632,1.6642032832293607,0.2804407193651234,-130.1229867140086,False
97,0,8,848.3333333333334,9,9,True,4.9914110263116225,14.117114999999998,2987.246893529494,2528276.4444444445,0.8300509556762298,0.17991811146811226,1.7012691111635276,0.28265159919493116,-59.193737024246296,False
98,0,24,928.32,25,25,False,5.72206875236766,15.44817312,2315.6703194791853,2134937.0,0.49440034464341864,0.10553956565454703,1.5869994214179508,0.3377718279652692,,
99,0,24,1014.52,25,25,False,6.584637683340419,16.88262732,2508.3004909048595,2505467.64,0.29469475974224785,0.10799763135211111,1.4046209509894891,0.38943978458484196,,
100,0,8,813.1111111111111,9,9,True,4.681446096025002,13.530982,3416.62949169093,2776844.5555555555,0.6566475419805964,0.18344821474477485,1.7333381223304452,0.2925075052389173,19.592193398063987,False
101,0,24,1615.64,25,25,False,13.165637321986065,26.885865239999998,2002.9964356242092,3216508.04,0.48839589053759896,0.09798881221964251,1.5618242611179998,0.34631179597736234,,
102,0,8,655.5555555555555,9,9,True,3.4075751284532094,10.9091,1704.0473549192575,1081564.4444444445,0.6088382470264349,0.13477880547459262,1.68881165023899,0.3083125014564605,-285.1785951230113,False
103,0,24,878.48,25,25,False,5.290425534638641,14.618785679999998,2027.5642473043072,1755120.6,0.5495494999544415,0.1137932746568747,1.6288827383546283,0.32415251804491335,,
104,0,24,1485.48,25,25,False,11.586374239630361,24.719872679999998,1262.736979123224,1872479.48,0.41465147471671804,0.07432246214995782,1.4478554052963104,0.3789413529726597,,
105,0,24,731.0,25,25,False,4.034221148405349,12.164570999999999,2419.4475698382976,1727326.32,0.26159180892923556,0.07987431091405434,1.2515362518339743,0.4117135296885269,,
106,0,24,1002.68,25,25,False,6.475066684431893,16.68559788,1336.5330900178544,1283170.68,0.5175881646218198,0.09170158320217704,1.5946854904731038,0.3401795718135061,,
107,0,14,1077.7333333333333,15,15,True,7.161542458495117,17.9345604,2716.760923450524,2893767.3333333335,0.6651476947965445,0.14271538787841104,1.6788541906029375,0.3110051337644815,-24.85529111351099,False
108,0,24,667.68,25,25,False,3.4899838298455275,11.110862879999999,2609.530019399041,1733587.36,0.33440929736844,0.07734111267577838,1.6193274926499186,0.3384966717132156,,
109,0,15,978.8125,16,16,True,6.200845912892309,16.288418812499998,3439.5829872577724,3330616.3125,0.3088815459574909,0.07004600608640028,1.4906333517412411,0.37765936166520686,-113.69599169583518,False
110,0,11,710.3333333333334,12,12,True,3.8328441316521142,11.820656999999999,2336.125638507542,1649652.9166666667,0.4433305436208436,0.07419721489854036,1.5463247559576188,0.33920483612830116,-20.66447405975792,False
111,0,23,1325.6666666666667,24,24,True,9.806625086143145,22.060419,3344.746252127421,4365817.125,0.3903801599866219,0.08713430622072876,1.5021974286029556,0.35456556710190307,-37.363811844918914,False
112,0,17,900.1111111111111,18,18,True,5.473338720052472,14.978748999999997,2089.138785692006,1864453.6666666667,0.6122329968180604,0.12891334798697923,1.6591562451730435,0.31579643839218297,-53.50369563308833,False
113,0,14,892.0666666666667,15,15,True,5.483374591145863,14.844881399999998,1999.9015636286663,1661646.4,0.5031971525533657,0.11709038162860835,1.6447796432744015,0.31802383685093005,-286.9449930801187,False
114,0,5,985.6666666666666,6,6,True,6.252461605473244,16.402479,4317.5352047021925,4261405.833333333,0.28368976566081494,0.04398349396589903,1.368017515561024,0.3858626407362367,-26.089506669470886,False
115,0,24,1033.6,25,25,False,6.714931455431853,17.2001376,1864.20401070843,1924343.28,0.3956454842646611,0.08605809826151636,1.5139548428618212,0.3663848668756728,,
116,0,24,933.8,25,25,False,5.8620081532821295,15.5393658,2037.5473899999142,1780190.92,0.609834127479127,0.14479674956996672,1.7158630732829334,0.2985700050838062,,
117,0,24,912.52,25,25,False,5.603445307276582,15.18524532,1544.3990468311524,1390426.76,0.5271664877485814,0.11180223016828199,1.6274848958386365,0.32575345643465037,,
118,0,24,1023.4,25,25,False,6.629732188602584,17.0303994,2629.457739375318,2678244.64,0.5112665005247556,0.10038674688646695,1.5874985680709617,0.3396594111344122,,
119,0,7,859.7142857142857,7,8,True,5.089793278503666,14.306505428571429,2344.7709761981737,2014533.0,0.8892357703556026,0.19112220112124892,1.7001734446412684,0.26731629718124433,-54.18672637231695,False
120,0,20,888.952380952381,21,21,True,5.471256332877554,14.79305657142857,1545.4155491724641,1237640.619047619,0.6831628120764102,0.12048829745954492,1.6264150250641645,0.30106630794737205,-24.648567695274032,False
121,0,11,848.5,12,12,True,5.019094803265465,14.119888500000002,1906.1829995711093,1573995.75,0.5977683107125245,0.1208184822727441,1.6584776364451406,0.3177764491049971,-197.15435161676257,False
122,0,17,1357.111111111111,18,18,True,10.122151695517225,22.583686,2415.7081378271514,3248740.111111111,0.5191431364338747,0.08800084908314014,1.5714175384504707,0.33912294099792273,-73.4272102688877,False
123,0,18,1141.9473684210527,19,19,True,7.831623698658588,19.003146157894736,3028.464857783273,3405439.736842105,0.5778964738685106,0.12419131589787073,1.6250383461516404,0.3262965969149825,-65.31218058900072,False
124,0,24,1279.84,25,25,False,9.305552803909952,21.29781744,1754.4129972068745,2215702.56,0.45585506769938894,0.09906019118756249,1.5578847456715916,0.3556188039624816,,
125,0,24,895.8,25,25,False,5.479041486259275,14.9070078,1657.068232233766,1417753.72,0.564998148538171,0.10849347130718083,1.6074556902726096,0.32511192583472687,,
126,0,19,942.35,20,20,True,5.8642293509172685,15.68164635,1861.9169186759232,1743870.0,0.5458664533114348,0.09175350639200129,1.567014192339411,0.34803718015798746,-62.16913507652754,False
127,0,9,734.6666666666666,9,10,True,4.024780294172142,12.225588,2882.947554156121,2115481.777777778,0.7221735514712989,0.14309488428524575,1.6259065431221955,0.3261766151382218,-23.87945855178839,False
128,0,20,1090.2857142857142,21,21,True,7.295291660628625,18.14344457142857,1668.4385805118534,1805651.1904761905,0.46273313932481547,0.10333945836099549,1.587104777760653,0.34776660802195686,-28.1452035796924,False
129,0,24,981.4,25,25,False,6.239397480681073,16.331477399999997,1890.5891488075097,1840590.04,0.5726259285563935,0.1138919894274365,1.646356629185279,0.3241942034495957,,
130,0,24,1642.84,25,25,False,13.62367814923884,27.338500439999997,1678.8700297042146,2631532.08,0.40664325213638036,0.0860639577815473,1.5425836534674267,0.3508009273804627,,
131,0,24,1221.6,25,25,False,8.628554495411256,20.3286456,2447.0939889654355,2988105.56,0.49228294521826027,0.12113468928035866,1.576014354521214,0.35022734635269237,,
132,0,5,1204.8333333333333,6,6,True,8.468016996424902,20.0496315,977.3251186597413,1166577.0,0.413037027859569,0.05877987750992154,1.4847114405168262,0.35338331966031106,-58.52380304802192,False
133,0,23,632.125,24,24,True,3.218007672650707,10.519192124999998,1851.4939369862634,1162117.8333333333,0.619914273532759,0.12359632523306946,1.721554668664222,0.3101638695968893,-12.118668096965873,False
134,0,24,777.64,25,25,False,4.422802382048343,12.94070724,1623.9876606505322,1239297.64,0.5387061805952472,0.08510571685581693,1.605058130325149,0.33918237237156457,,
135,0,24,1523.84,25,25,False,12.160799840309338,25.358221439999998,2215.2723409458163,3246814.28,0.5703410325283188,0.08563229569973833,1.4541295956843399,0.37177074767068624,,
136,0,24,690.25,24,25,False,3.6907707370721483,11.486450249999999,2849.7999562968957,1918835.375,0.5356931857465751,0.11305650589070247,1.6736931965128123,0.31963381116734324,,
137,0,24,1138.08,25,25,False,8.060347265330476,18.938789279999998,2327.061930392542,2258798.0,0.3548136289127226,0.08593398175927319,1.5431545573035215,0.35499691221863133,,
138,0,5,857.6666666666666,6,6,True,5.097609196810031,14.272431,3652.0466968883443,3151615.5,0.29093268302745945,0.06589312427766354,1.2845740688761167,0.4159946809376234,-9.01142161078948,False
139,0,24,960.72,25,25,False,6.0356226404258795,15.98734152,3289.7390293247845,3122658.64,0.5415559766428334,0.10852918401736975,1.585722804325964,0.32685656808786073,,
140,0,24,1218.52,25,25,False,8.617188402895238,20.27739132,2936.7491177322718,3545000.28,0.53855212768616,0.10125960370919458,1.5509051817451687,0.33784576530562227,,
141,0,23,686.0,23,24,True,3.6634362998416825,11.415726,1714.0215464798735,1123170.9130434783,0.5347415055030388,0.12951607591013456,1.683772485751951,0.3034394711213712,-182.46871725228524,False
142,0,24,1150.68,25,25,False,8.007452030080858,19.14846588,1902.594691804834,2063566.36,0.4672249268815321,0.099157032830038,1.5711080337276642,0.345151036383987,,
143,0,6,710.0,7,7,True,3.823877131580393,11.81511,2949.9382907766617,2087899.4285714286,0.6344251682737959,0.164665811476485,1.7052850814857063,0.2796182166533376,-157.16483345094193,False
144,0,13,869.9230769230769,13,14,True,5.199126164643635,14.47638992307692,1677.358662581559,1438513.6153846155,0.6901431903923717,0.12811945256283386,1.6770366857101904,0.29827553164587983,-23.2394692449634,False
145,0,19,839.1,20,20,True,4.951355074475426,13.963463099999998,2784.413957772917,2271264.65,0.6373735019615827,0.14545919263526078,1.6795437718635533,0.30051185653454565,-212.3081446889074,False
146,0,14,1080.6,15,15,True,7.210578492645153,17.9822646,2645.210898031045,2821408.6666666665,0.6507077715021166,0.13413148409017,1.5983912505423519,0.3066507804326724,27.116955330232017,False
147,0,15,873.6875,16,16,True,5.223780470545737,14.539033687499998,2974.767309844607,2572221.25,0.7128819203293155,0.16688437568508419,1.6566704396290117,0.2895441753263374,-140.72590080073908,False
148,0,19,1390.25,20,20,True,10.620884369130522,23.13515025,2573.196580312478,3402972.85,0.6927255084726922,0.14413856230917257,1.694744365212935,0.30326159091683536,-401.8861140717417,False
149,0,24,819.72,25,25,False,4.756617968820697,13.640960519999998,2747.707588965212,2229644.56,0.4290783691499875,0.11067924918210138,1.6304559623035262,0.32994421374348476,,
150,0,24,699.4,25,25,False,3.8106910243056245,11.638715399999999,1472.0385570931674,960736.64,0.5707963680043215,0.11478432780431021,1.5971484514193375,0.3117432066886448,,
151,0,16,1032.0,17,17,True,6.728794837745802,17.173512,2889.6326975478883,2926056.1764705884,0.6916548014869336,0.13322601279541912,1.6163608671759275,0.3017919335516369,-114.4499087413816,False
152,0,20,1076.952380952381,21,21,True,7.197832326973306,17.92156457142857,2014.2278055402016,2094694.4285714286,0.8697205946715708,0.1607715904088364,1.6710071318220874,0.29179451982464727,-134.5496296103437,False
153,0,20,700.0,21,21,True,3.7622654301515204,11.6487,1430.2793846989023,982367.9523809524,0.5008571978133178,0.08573009448013622,1.5820863451235656,0.3301773787339016,-51.63999012879122,False
154,0,24,985.32,25,25,False,6.41824305987309,16.39671012,2145.9505646990674,1871952.4,0.49886039322703146,0.09574887854414248,1.4459868212700224,0.34197380200147526,,
155,0,15,899.4375,16,16,True,5.452044614855079,14.9675394375,2013.1857088222096,1805822.9375,0.49367875977086056,0.10687087945093415,1.6127816548042897,0.33527217971375445,-10.375143544248028,False
156,0,24,1202.76,25,25,False,8.47085295601246,20.01512916,1592.4388011233723,1890423.84,0.5181013640440487,0.09309240716214574,1.5654185800012428,0.3457655809421546,,
