track_id,first_frame,last_frame,mean_area,num_detections,lifetime,disappeared
147,0,13,824.3571428571429,14,14,True
148,0,23,1289.5,24,24,True
149,0,12,696.4444444444445,9,13,True
150,0,13,1202.7857142857142,14,14,True
151,0,13,1157.0,13,14,True
152,0,10,730.5454545454545,11,11,True
153,0,12,1033.6923076923076,13,13,True
154,0,22,1002.2608695652174,23,23,True
155,0,17,800.0,18,18,True
157,0,14,1111.7333333333333,15,15,True
158,0,18,1271.8947368421052,19,19,True
159,0,11,893.0,12,12,True
160,0,14,1302.9333333333334,15,15,True
161,0,14,1114.2666666666667,15,15,True
162,0,21,966.4736842105264,19,22,True
163,0,8,1032.4444444444443,9,9,True
164,0,19,1194.9,20,20,True
165,0,13,994.1428571428571,14,14,True
166,0,9,596.875,8,10,True
167,0,6,876.4285714285714,7,7,True
168,0,14,1186.4666666666667,15,15,True
169,0,19,1435.4,20,20,True
170,0,29,1538.0714285714287,28,30,False
171,0,5,651.0,6,6,True
172,0,11,1118.75,12,12,True
173,0,27,973.8518518518518,27,28,True
174,0,16,1017.9375,16,17,True
175,0,20,1208.6190476190477,21,21,True
176,0,18,1181.157894736842,19,19,True
177,0,12,987.6153846153846,13,13,True
178,0,21,1017.7727272727273,22,22,True
179,0,14,1356.9333333333334,15,15,True
180,0,16,1144.7058823529412,17,17,True
181,0,9,1078.5,10,10,True
182,0,19,1173.85,20,20,True
183,0,16,1204.3529411764705,17,17,True
184,0,15,1190.25,16,16,True
185,0,15,889.8,15,16,True
186,0,14,943.2666666666667,15,15,True
187,0,29,1275.7931034482758,29,30,False
188,0,15,1810.75,16,16,True
189,0,29,981.4285714285714,14,30,False
190,0,10,1257.6363636363637,11,11,True
191,0,16,1291.8235294117646,17,17,True
192,0,11,1202.75,12,12,True
193,0,21,1387.2727272727273,22,22,True
194,0,13,1039.0,13,14,True
195,0,7,1301.875,8,8,True
196,0,19,726.1176470588235,17,20,True
197,0,7,1106.625,8,8,True
198,0,29,1131.3214285714287,28,30,False
199,0,12,878.1818181818181,11,13,True
200,0,12,1277.2307692307693,13,13,True
201,0,18,1008.2105263157895,19,19,True
202,0,19,1002.8,20,20,True
203,0,14,1462.8,15,15,True
204,0,13,1198.142857142857,14,14,True
205,0,13,1125.0,12,14,True
206,0,18,1270.6842105263158,19,19,True
207,0,29,1177.1333333333334,30,30,False
208,0,19,1293.55,20,20,True
209,0,15,1189.5,16,16,True
210,0,12,1079.6923076923076,13,13,True
211,0,10,809.6666666666666,9,11,True
212,0,19,1258.75,20,20,True
213,0,16,1256.8823529411766,17,17,True
214,0,14,1442.6666666666667,15,15,True
215,0,24,1221.0434782608695,23,25,True
216,0,28,897.55,20,29,True
217,0,16,1204.764705882353,17,17,True
218,0,8,640.875,8,9,True
219,0,10,1015.8181818181819,11,11,True
220,0,29,1204.4333333333334,30,30,False
221,0,15,1233.5,16,16,True
222,0,10,758.8181818181819,11,11,True
223,0,29,1647.896551724138,29,30,False
224,0,15,1098.375,16,16,True
225,0,29,1149.875,24,30,False
226,0,20,1403.4285714285713,21,21,True
227,0,14,1148.6,15,15,True
229,0,10,1210.090909090909,11,11,True
230,0,4,1067.6,5,5,True
231,0,11,1022.3333333333334,12,12,True
232,0,9,1058.8,10,10,True
233,0,12,1115.2307692307693,13,13,True
234,0,19,1087.55,20,20,True
235,0,15,1272.625,16,16,True
236,0,13,1017.3571428571429,14,14,True
237,0,14,947.6666666666666,15,15,True
238,0,13,785.3846153846154,13,14,True
239,0,19,698.0,18,20,True
240,0,9,745.9,10,10,True
241,0,20,836.1904761904761,21,21,True
242,0,10,1068.5454545454545,11,11,True
243,0,20,1146.1904761904761,21,21,True
244,0,12,1016.2307692307693,13,13,True
245,0,13,1015.9285714285714,14,14,True
246,0,9,1400.5,10,10,True
247,0,29,1176.7586206896551,29,30,False
248,0,20,1220.7619047619048,21,21,True
249,0,12,1081.6923076923076,13,13,True
250,0,16,1005.2352941176471,17,17,True
251,0,18,925.8421052631579,19,19,True
252,0,14,971.5333333333333,15,15,True
253,0,12,705.6923076923077,13,13,True
254,0,14,1142.1333333333334,15,15,True
255,0,19,769.2777777777778,18,20,True
256,0,18,873.3684210526316,19,19,True
257,0,12,1100.7692307692307,13,13,True
258,0,12,1377.8461538461538,13,13,True
259,0,10,1010.0,11,11,True
260,0,23,795.9375,16,24,True
261,0,16,1293.0,16,17,True
262,0,17,1172.9444444444443,18,18,True
263,0,10,710.625,8,11,True
264,0,13,997.8571428571429,14,14,True
265,0,10,858.3636363636364,11,11,True
266,0,13,1055.4285714285713,14,14,True
267,0,10,1036.2727272727273,11,11,True
268,0,10,999.5454545454545,11,11,True
269,0,18,1188.3684210526317,19,19,True
270,0,11,870.1666666666666,12,12,True
271,0,13,1060.642857142857,14,14,True
272,0,21,1069.7727272727273,22,22,True
273,0,11,1013.0,12,12,True
274,0,14,1289.1333333333334,15,15,True
275,0,12,1065.076923076923,13,13,True
276,0,15,1366.0,16,16,True
277,0,18,968.421052631579,19,19,True
278,0,11,917.6666666666666,12,12,True
279,0,22,1432.409090909091,22,23,True
280,0,20,1283.095238095238,21,21,True
281,0,14,1375.0,15,15,True
282,0,12,899.0769230769231,13,13,True
283,0,13,1111.0714285714287,14,14,True
284,0,15,1067.9375,16,16,True
285,0,11,631.3333333333334,12,12,True
286,0,15,884.0625,16,16,True
287,0,17,737.7777777777778,18,18,True
288,0,19,876.85,20,20,True
289,0,15,873.5625,16,16,True
290,0,16,1010.8235294117648,17,17,True
291,0,14,1040.4666666666667,15,15,True
293,1,18,746.5555555555555,18,18,True
294,1,29,989.5862068965517,29,29,False
295,1,29,803.0370370370371,27,29,False
296,1,12,936.25,12,12,True
297,1,29,1255.357142857143,28,29,False
298,2,14,797.8333333333334,12,13,True
299,2,8,870.0,7,7,True
300,2,14,995.0769230769231,13,13,True
301,2,20,925.1111111111111,18,19,True
302,2,11,787.5555555555555,9,10,True
303,2,19,1036.7777777777778,18,18,True
304,2,11,973.0,9,10,True
305,2,11,851.7777777777778,9,10,True
306,2,13,672.2,10,12,True
307,2,21,1030.642857142857,14,20,True
308,2,14,406.44444444444446,9,13,True
309,2,9,1122.5714285714287,7,8,True
310,2,9,1018.0,6,8,True
311,2,19,1107.611111111111,18,18,True
312,2,18,882.1764705882352,17,17,True
313,2,11,1043.888888888889,9,10,True
314,2,15,847.2142857142857,14,14,True
315,4,18,1197.7857142857142,14,15,True
316,5,11,324.0,4,7,True
318,5,22,1392.3333333333333,15,18,True
320,5,19,1130.1333333333334,15,15,True
323,8,11,1008.75,4,4,True
328,12,20,1100.8,5,9,True
336,18,29,905.375,8,12,False
