frame,cell_count,mean_area,iqr_area,z_count,z_area,z_iqr,flagged,reasons
0,292,948.0068493150685,291.25,0.6641230769230769,-1.1133236648239109,-0.2418329268292683,False,
1,291,998.6872852233677,306.5,0.6589346153846154,0.9881201906063223,0.3271526946107784,False,
2,300,1008.3266666666667,238.75,0.7056307692307692,-0.05013722440963658,-1.0137694610778443,False,
3,291,1025.955326460481,269.5,0.6589346153846154,0.1519756987639846,0.5775658682634731,False,
4,307,1017.100977198697,256.5,0.74195,-0.5179919929131036,-0.12924550898203593,False,
5,306,1028.7222222222222,247.75,0.7367615384615385,0.0,-0.06058383233532934,False,
6,300,1058.2033333333334,282.5,0.7056307692307692,0.45181924875838425,0.642188622754491,False,
7,307,1046.5700325732898,265.5,0.74195,-0.5882939633826542,-0.1938682634730539,False,
8,300,1081.78,299.25,0.7056307692307692,0.5967479701757175,0.6260329341317366,False,
9,293,1075.8771331058022,268.0,0.6693115384615385,-0.44332533306769045,-0.42408682634730543,False,
10,276,1080.1884057971015,255.25,0.5811076923076923,-0.18492782596430127,-0.1252065868263473,False,
11,248,1051.0806451612902,250.25,0.43583076923076924,-1.0303631981019288,0.0,False,
12,230,1138.182608695652,407.0,0.3424384615384615,1.9095127234472322,2.613182634730539,False,
13,206,1176.4660194174758,355.25,0.21791538461538462,0.6745,-0.7552784431137725,False,
14,178,1184.6348314606741,312.0,0.07263846153846154,-0.08733971844526525,-0.6179550898203593,False,
15,150,1204.6866666666667,307.25,-0.07263846153846154,0.21327723870672546,0.004038922155688623,False,
16,119,1182.857142857143,277.5,-0.23348076923076921,-0.8462382176002832,-0.3998532934131736,False,
17,108,1288.111111111111,457.0,-0.29055384615384616,2.368722501149417,2.9807245508982034,False,
18,93,1279.9247311827958,359.0,-0.36838076923076923,-0.5010936913826547,-1.5024790419161675,False,
19,80,1312.575,386.25,-0.43583076923076924,0.5319926636620428,0.5210209580838323,False,
20,51,1355.235294117647,561.0,-0.5862961538461537,0.7852264835080994,2.9039850299401198,False,
21,33,1332.2121212121212,288.0,-0.6796884615384615,-0.8764351762556231,-4.329724550898203,False,
22,29,1404.3103448275863,435.0,-0.7004423076923078,1.5299478115112999,2.4556646706586824,False,
23,26,1386.3461538461538,358.25,-0.7160076923076923,-0.7484529505649796,-1.1591706586826347,False,
24,28,1339.5,415.25,-0.7056307692307692,-1.479109423587265,1.0016526946107784,False,
25,21,1359.5714285714287,452.0,-0.74195,0.21377291205660226,0.6745,False,
26,10,1206.5,339.0,-0.799023076923077,-4.166398543794417,-1.744814371257485,False,
27,19,1496.8947368421052,482.5,-0.7523269230769231,7.052417360215861,2.399119760479042,False,
28,21,1359.3809523809523,530.0,-0.74195,-3.772820952569309,0.8481736526946109,False,
29,23,1494.2608695652175,477.5,-0.7315730769230769,3.118200348508252,-0.7673952095808383,False,
