track_id,offset,peri_core_asymmetry,delta_from_baseline
0,-3,-0.0971131574487318,0.0
0,-2,-0.066198488644156,0.030914668804575787
0,-1,-0.0604844861715403,0.036628671277191494
0,0,-0.03684517784619,0.060267979602541794
2,-3,-0.06825484419478013,0.0
2,-2,,
2,-1,,
2,0,-0.04005913491925018,0.028195709275529952
4,-3,-0.026435892045471338,0.0
4,-2,-0.03646295866097325,-0.010027066615501914
4,-1,-0.06616534467391896,-0.039729452628447626
4,0,-0.05609238309616686,-0.029656491050695524
6,-3,-0.051351486445449075,0.0
6,-2,-0.07253294837162828,-0.02118146192617921
6,-1,-0.07775418306871282,-0.026402696623263743
6,0,-0.07136429305359218,-0.020012806608143106
7,-3,0.0056953428612360685,0.0
7,-2,-0.05502597474428886,-0.060721317605524926
7,-1,-0.038865317213291256,-0.044560660074527324
7,0,-0.07777772364773684,-0.08347306650897292
8,-3,-0.08247590668855088,0.0
8,-2,-0.04324742056435578,0.039228486124195105
8,-1,-0.022721869378222702,0.05975403731032818
8,0,-0.0312928551817185,0.05118305150683238
9,-3,-0.08520714090185923,0.0
9,-2,-0.011845345912769256,0.07336179498908997
9,-1,-0.03521610063434731,0.049991040267511916
9,0,-0.04558758451411805,0.03961955638774118
10,-3,-0.008686653302584642,0.0
10,-2,-0.0348005629081962,-0.02611390960561156
10,-1,-0.05050521823041353,-0.04181856492782889
10,0,-0.07627172303143354,-0.0675850697288489
12,-3,-0.07818138933220009,0.0
12,-2,-0.07725714410862856,0.0009242452235715265
12,-1,-0.06033645182871375,0.01784493750348634
12,0,-0.07314941314627164,0.005031976185928447
13,-3,-0.23469775197189618,0.0
13,-2,-0.25106087457269377,-0.016363122600797586
13,-1,-0.24441695886068268,-0.009719206888786497
13,0,-0.2700720285182906,-0.03537427654639441
14,-3,-0.04700141376813593,0.0
14,-2,-0.09509902850579295,-0.04809761473765702
14,-1,-0.06886372718611117,-0.02186231341797524
14,0,-0.10059623744763273,-0.0535948236794968
15,-3,-0.11285671430873549,0.0
15,-2,-0.06811997721951524,0.044736737089220255
15,-1,-0.08980644338763995,0.023050270921095545
15,0,-0.025572131733948823,0.08728458257478666
16,-3,-0.10562577739312468,0.0
16,-2,-0.10338058055245504,0.002245196840669636
16,-1,-0.09467841214667168,0.010947365246452997
16,0,-0.07642199098546772,0.02920378640765696
18,-3,-0.09897442191010114,0.0
18,-2,-0.09575225842385451,0.0032221634862466264
18,-1,-0.09311618045486157,0.005858241455239568
18,0,-0.05420629414981851,0.04476812776028263
20,-3,-0.03529107837193979,0.0
20,-2,-0.040495790072346126,-0.005204711700406338
20,-1,-0.04189497261636158,-0.006603894244421794
20,0,-0.05135266483071439,-0.016061586458774604
21,-3,-0.04791386643465096,0.0
21,-2,-0.0550832542554457,-0.007169387820794737
21,-1,-0.06357517359908951,-0.015661307164438552
21,0,-0.06114069621788743,-0.013226829783236471
23,-3,-0.12240739814829296,0.0
23,-2,-0.11316923359937892,0.009238164548914046
23,-1,-0.13946816737886755,-0.01706076923057459
23,0,-0.11612114955872607,0.00628624858956689
24,-3,-0.053501159471011375,0.0
24,-2,-0.04517717392518058,0.008323985545830796
24,-1,-0.05051854299333382,0.0029826164776775577
24,0,-0.0746382467548028,-0.02113708728379142
25,-3,-0.0727062081437735,0.0
25,-2,-0.10307207633102344,-0.030365868187249942
25,-1,-0.06507275097674216,0.007633457167031343
25,0,-0.09426775749503791,-0.021561549351264406
26,-3,-0.031074858307344317,0.0
26,-2,-0.051820381069030814,-0.020745522761686497
26,-1,-0.013567372527755644,0.017507485779588675
26,0,-0.01972339594555427,0.011351462361790046
29,-3,-0.07760207257102522,0.0
29,-2,,
29,-1,,
29,0,-0.0586123147889293,0.01898975778209592
31,-3,-0.031451158459991024,0.0
31,-2,-0.0567728843198732,-0.025321725859882176
31,-1,-0.044954086271123725,-0.0135029278111327
31,0,-0.03789195277145573,-0.006440794311464708
32,-3,-0.012006548814608027,0.0
32,-2,-0.033811561860814306,-0.02180501304620628
32,-1,-0.04444177580582418,-0.032435226991216155
32,0,-0.06403321147822232,-0.05202666266361429
33,-3,-0.03433138103877059,0.0
33,-2,-0.017581507302793807,0.016749873735976785
33,-1,-0.02567464544603008,0.008656735592740512
33,0,-0.08473100628789763,-0.05039962524912704
34,-3,-0.010497325208389233,0.0
34,-2,-0.02819089450686766,-0.01769356929847843
34,-1,-0.04636056847252492,-0.03586324326413569
34,0,-0.031160511268210615,-0.020663186059821384
35,-3,-0.1430599578276798,0.0
35,-2,-0.11686868805624467,0.026191269771435127
35,-1,-0.1395151631509221,0.0035447946767576954
35,0,-0.11773052573462076,0.025329432093059046
36,-3,-0.030406552032818075,0.0
36,-2,-0.13413418659688262,-0.10372763456406454
36,-1,-0.08788493777063779,-0.057478385737819715
36,0,-0.06599714456583188,-0.035590592533013804
37,-3,0.09737037506565006,0.0
37,-2,0.015749933628239603,-0.08162044143741046
37,-1,0.006278650828039603,-0.09109172423761046
37,0,-0.01972283607027909,-0.11709321113592916
38,-3,-0.030750500206120503,0.0
38,-2,-0.045265398562837324,-0.014514898356716821
38,-1,-0.04349171088562228,-0.012741210679501777
38,0,-0.04530206914875948,-0.014551568942638975
39,-3,-0.13484510540839031,0.0
39,-2,-0.09567792567950245,0.03916717972888786
39,-1,-0.10084960377290901,0.033995501635481304
39,0,-0.08251290032443807,0.05233220508395224
40,-3,-0.18099276221840377,0.0
40,-2,-0.1689373515975358,0.012055410620867957
40,-1,-0.18759168394166406,-0.006598921723260293
40,0,-0.11892512799404538,0.06206763422435839
42,-3,-0.005244311430082001,0.0
42,-2,-0.01968649663846258,-0.014442185208380578
42,-1,-0.039821644826744586,-0.034577333396662586
42,0,-0.06087966465042956,-0.05563535322034756
43,-3,-0.09325728995249967,0.0
43,-2,-0.09891621745216769,-0.005658927499668023
43,-1,-0.07618436796255723,0.01707292198994244
43,0,-0.10034703616102608,-0.007089746208526412
44,-3,-0.06299201356484575,0.0
44,-2,-0.09715318720688282,-0.034161173642037065
44,-1,-0.11853449479282253,-0.05554248122797678
44,0,-0.11629086811398515,-0.05329885454913939
45,-3,-0.0344144508666711,0.0
45,-2,-0.04785578856774865,-0.013441337701077548
45,-1,0.004606386696861987,0.03902083756353309
45,0,-0.002433376717678994,0.03198107414899211
47,-3,-0.0765464786790369,0.0
47,-2,-0.07493099830969739,0.001615480369339506
47,-1,-0.0879517405885038,-0.011405261909466904
47,0,-0.09627281535386434,-0.01972633667482744
48,-3,-0.08070937608146432,0.0
48,-2,-0.06175588235056156,0.018953493730902764
48,-1,-0.07107620854215457,0.009633167539309748
48,0,-0.06474811670107163,0.015961259380392695
49,-3,-0.03526202886734032,0.0
49,-2,-0.04806744665686309,-0.012805417789522773
49,-1,-0.03257636815473586,0.002685660712604461
49,0,-0.09072917012271126,-0.05546714125537094
52,-3,-0.11615319240785067,0.0
52,-2,-0.072093980377765,0.04405921203008567
52,-1,-0.08479528263016836,0.03135790977768231
52,0,-0.08651092133355234,0.02964227107429833
54,-3,0.0533515659575939,0.0
54,-2,-0.06519426826725686,-0.11854583422485075
54,-1,,
54,0,-0.059368442413768784,-0.11272000837136267
55,-3,-0.05631204494447862,0.0
55,-2,-0.052543275226620174,0.0037687697178584445
55,-1,-0.04293293213633002,0.013379112808148602
55,0,-0.04869760840134341,0.007614436543135206
56,-3,0.014857826500814224,0.0
56,-2,0.006262377852902255,-0.00859544864791197
56,-1,-0.0338852436356049,-0.048743070136419125
56,0,-0.05146775321126191,-0.06632557971207613
57,-3,-0.06286637254767141,0.0
57,-2,-0.09399814463347995,-0.031131772085808543
57,-1,-0.08371603180710578,-0.02084965925943437
57,0,-0.11828256614921019,-0.05541619360153878
58,-3,0.003698722259583053,0.0
58,-2,-0.01751982050189409,-0.021218542761477145
58,-1,,
58,0,0.05089394209218291,0.04719521983259986
59,-3,0.05085542422606206,0.0
59,-2,-0.011031250520125569,-0.06188667474618763
59,-1,0.07060064759330795,0.019745223367245886
59,0,-0.06731591380498311,-0.11817133803104518
61,-3,0.006085769899087261,0.0
61,-2,0.016778662633998766,0.010692892734911506
61,-1,0.0025953686704390244,-0.0034904012286482364
61,0,-0.03965587233580275,-0.04574164223489001
62,-3,-0.06107551747219448,0.0
62,-2,-0.06612421483037077,-0.005048697358176292
62,-1,-0.07111628990140878,-0.0100407724292143
62,0,-0.06926585533415594,-0.00819033786196146
63,-3,-0.03231956431823494,0.0
63,-2,-0.040329766781306946,-0.008010202463072005
63,-1,-0.054998813455415616,-0.022679249137180675
63,0,-0.030316347506034562,0.0020032168122003785
64,-3,-0.07222182546387337,0.0
64,-2,-0.0915068730103077,-0.019285047546434328
64,-1,,
64,0,-0.0521369156989167,0.020084909764956672
65,-3,-0.03229975983058432,0.0
65,-2,-0.04914918003512752,-0.0168494202045432
65,-1,-0.06623576373308575,-0.03393600390250143
65,0,-0.014078863323512374,0.018220896507071947
67,-3,-0.09943055327724787,0.0
67,-2,-0.07682957372560151,0.02260097955164636
67,-1,-0.07456485457969902,0.024865698697548844
67,0,-0.09277449502039191,0.0066560582568559595
69,-3,-0.03134454984724065,0.0
69,-2,-0.05589486488051952,-0.02455031503327887
69,-1,-0.061740659108327364,-0.030396109261086712
69,0,-0.08750886880538665,-0.056164318958146
70,-3,0.0058507920107054735,0.0
70,-2,-0.013847596011264932,-0.019698388021970405
70,-1,0.0026040090431946232,-0.0032467829675108502
70,0,0.015106589317751279,0.009255797307045805
71,-3,-0.1067103927477724,0.0
71,-2,-0.11486276196802285,-0.00815236922025045
71,-1,-0.08238883939516786,0.02432155335260454
71,0,-0.08289470411802452,0.02381568862974788
73,-3,-0.04918160794087747,0.0
73,-2,-0.06578419894634543,-0.016602591005467966
73,-1,,
73,0,-0.047134603611016755,0.0020470043298607132
75,-3,0.02877300100943055,0.0
75,-2,-0.036913071551602436,-0.06568607256103298
75,-1,-0.042043339437485804,-0.07081634044691636
75,0,-0.068076370602267,-0.09684937161169754
77,-3,0.024779024134725172,0.0
77,-2,-0.019484220784394657,-0.04426324491911983
77,-1,-0.02624303475031075,-0.05102205888503592
77,0,-0.013013586465002771,-0.037792610599727945
80,-3,0.0017235758686687595,0.0
80,-2,-0.09787215510586544,-0.0995957309745342
80,-1,-0.13449161578305768,-0.13621519165172644
80,0,-0.13705234679789907,-0.13877592266656782
82,-3,-0.03550505050505049,0.0
82,-2,-0.05782052381097228,-0.02231547330592179
82,-1,-0.04232322613350866,-0.00681817562845817
82,0,-0.05433270266943964,-0.01882765216438915
84,-3,-0.08984859328508708,0.0
84,-2,-0.087701185513872,0.002147407771215082
84,-1,-0.09721375785988023,-0.007365164574793151
84,0,-0.0942168466134715,-0.004368253328384419
85,-3,-0.0517419569614801,0.0
85,-2,,
85,-1,,
85,0,-0.05318911969693743,-0.0014471627354573288
87,-3,-0.10724875344894191,0.0
87,-2,-0.10379448991603671,0.003454263532905205
87,-1,-0.10821528495045762,-0.0009665315015157105
87,0,-0.14896683750309583,-0.04171808405415392
88,-3,-0.015479457547828323,0.0
88,-2,-0.025062335947480866,-0.009582878399652543
88,-1,-0.04011057251555279,-0.02463111496772447
88,0,-0.09976415840360173,-0.0842847008557734
89,-3,-0.08728204424883584,0.0
89,-2,-0.09684208258063587,-0.009560038331800025
89,-1,-0.0945751372306282,-0.007293092981792357
89,0,-0.09261127950720999,-0.005329235258374143
91,-3,-0.06528291566028671,0.0
91,-2,-0.05165385563027169,0.013629060030015024
91,-1,-0.06710937394414422,-0.00182645828385751
91,0,-0.06914054883753797,-0.0038576331772512545
92,-3,-0.06611590257340086,0.0
92,-2,-0.0464165279150057,0.019699374658395157
92,-1,-0.047394718058529614,0.018721184514871245
92,0,-0.07538167086099222,-0.009265768287591361
93,-3,-0.03245322391373755,0.0
93,-2,-0.09926942707020865,-0.0668162031564711
93,-1,-0.034419350076970126,-0.001966126163232579
93,0,-0.025642141332281793,0.006811082581455755
94,-3,-0.1663679758628005,0.0
94,-2,-0.16500381588328278,0.0013641599795177206
94,-1,-0.1457130455514096,0.0206549303113909
94,0,-0.10205595806645035,0.06431201779635015
95,-3,-0.09146672315277826,0.0
95,-2,-0.08995522377827268,0.0015114993745055788
95,-1,-0.09534110328962722,-0.0038743801368489594
95,0,-0.09936346789953165,-0.007896744746753392
96,-3,-0.03975672138971189,0.0
96,-2,-0.04154441679749903,-0.0017876954077871432
96,-1,-0.045001796972759474,-0.005245075583047584
96,0,-0.11582873049291927,-0.07607200910320738
97,-3,-0.06449934008102,0.0
97,-2,-0.057612255907993945,0.0068870841730260535
97,-1,-0.055877736078565304,0.008621604002454694
97,0,-0.0821163945039925,-0.017617054422972497
99,-3,-0.009629984402301053,0.0
