gradient_axis,axes_results_centroid_x_mann_whitney_U,axes_results_centroid_x_mann_whitney_p,axes_results_centroid_x_point_biserial_r,axes_results_centroid_x_point_biserial_p,axes_results_centroid_x_died_median,axes_results_centroid_x_survived_median,axes_results_centroid_y_mann_whitney_U,axes_results_centroid_y_mann_whitney_p,axes_results_centroid_y_point_biserial_r,axes_results_centroid_y_point_biserial_p,axes_results_centroid_y_died_median,axes_results_centroid_y_survived_median,quartile_death_rates_1_n_cells,quartile_death_rates_1_n_died,quartile_death_rates_1_death_rate,quartile_death_rates_2_n_cells,quartile_death_rates_2_n_died,quartile_death_rates_2_death_rate,quartile_death_rates_3_n_cells,quartile_death_rates_3_n_died,quartile_death_rates_3_death_rate,quartile_death_rates_4_n_cells,quartile_death_rates_4_n_died,quartile_death_rates_4_death_rate,auc_position_only
centroid_x,3786.0,0.9173666745344409,-0.008187230541751175,0.9049976487177938,635.5115501412429,686.2587677725119,3825.0,1.0,0.0009803666927571206,0.9885976596786114,446.18053304830534,389.18623024830697,54,41,0.7592592592592593,54,45,0.8333333333333334,53,43,0.8113207547169812,54,41,0.7592592592592593,0.5050980392156863
