frame,cell_count,mean_area,iqr_area,z_count,z_area,z_iqr,flagged,reasons
0,232,953.0344827586207,302.5,0.6966147540983606,-0.7378526986762876,-0.1850953488372093,False,
1,239,969.0251046025105,251.5,0.7740163934426229,0.25625495169657203,-0.7529302325581395,False,
2,235,965.0510638297873,250.0,0.7297868852459015,-0.33946456410926473,0.1344518272425249,False,
3,238,1014.2268907563025,317.25,0.7629590163934427,1.246458226521197,1.3669269102990034,False,
4,230,994.408695652174,251.5,0.6745,-0.8122334822678712,-1.0173521594684385,False,
5,237,1035.7721518987341,310.0,0.7519016393442622,1.0133472660141132,1.2100664451827243,False,
6,229,1025.7991266375545,274.0,0.6634426229508197,-0.5184664437511566,-0.48402657807308974,False,
7,225,1015.1066666666667,270.0,0.6192131147540983,-0.5399334379674615,0.08963455149501662,False,
8,218,1001.243119266055,263.5,0.5418114754098361,-0.6345545545117046,0.04481727574750831,False,
9,220,1106.5681818181818,330.25,0.5639262295081967,2.9218782474898095,1.3579634551495017,False,
10,213,1098.8028169014085,311.0,0.48652459016393446,-0.452592735956108,-0.18375083056478406,False,
11,213,1141.5821596244132,339.0,0.48652459016393446,1.0555954733783424,0.6632956810631229,False,
12,205,1139.2731707317073,325.0,0.3980655737704918,-0.2897815857988698,-0.08963455149501662,False,
13,197,1129.7208121827412,298.0,0.3096065573770492,-0.5059142972447134,-0.3226843853820598,False,
14,182,1133.0714285714287,278.0,0.14374590163934425,-0.12090633943841804,-0.19719601328903655,False,
15,169,1110.7218934911243,258.0,0.0,-0.8877653684762855,-0.19719601328903655,False,
16,148,1114.1486486486488,210.75,-0.2322049180327869,-0.11863445779550745,-0.685704318936877,False,
17,152,1267.1513157894738,417.75,-0.18797540983606556,4.34451583800572,3.872212624584718,False,
18,140,1319.6857142857143,295.0,-0.32066393442622954,1.346673625485722,-2.039186046511628,False,
19,134,1418.455223880597,354.75,-0.3870081967213114,2.7262690900237945,1.2324750830564783,False,
20,119,1383.4117647058824,303.5,-0.5528688524590164,-1.266535521541912,-0.7574119601328904,False,
21,105,1501.9142857142858,358.0,-0.707672131147541,3.315076435802415,1.138358803986711,False,
22,92,1499.4891304347825,399.5,-0.8514180327868853,-0.29324783940028526,0.9053089700996677,False,
23,83,1539.9759036144578,414.5,-0.9509344262295082,0.9871881857356789,0.4302458471760797,False,
24,76,1583.8684210526317,475.75,-1.0283360655737703,1.0888111562607603,1.2593654485049834,False,
25,77,1584.8181818181818,437.0,-1.0172786885245901,-0.19254474259104726,-0.5333255813953488,False,
26,73,1616.164383561644,480.0,-1.0615081967213114,0.7144454454882955,0.9321993355481727,False,
27,70,1627.5428571428572,407.5,-1.0946803278688524,0.11863445779550745,-1.138358803986711,False,
28,69,1650.463768115942,417.0,-1.1057377049180328,0.46304574820134575,0.33164784053156143,False,
29,60,1664.7833333333333,405.5,-1.2052540983606557,0.2063927995761818,-0.04481727574750831,False,
30,49,1544.3469387755101,393.0,-1.3268852459016394,-3.814549434751457,-0.06274418604651162,False,
