track_id,offset,peri_core_asymmetry,delta_from_baseline
0,-3,-0.21810938103741762,0.0
0,-2,-0.18690418473467005,0.031205196302747568
0,-1,-0.182194461509707,0.035914919527710615
0,0,-0.14004778864158585,0.07806159239583177
2,-3,-0.07324091322862561,0.0
2,-2,-0.0990343045822648,-0.025793391353639186
2,-1,-0.11560240267253162,-0.04236148944390601
2,0,-0.1060301482121311,-0.032789234983505486
3,-3,-0.1613398667454496,0.0
3,-2,-0.12460120956583885,0.03673865717961074
3,-1,-0.1259060780160111,0.035433788729438476
3,0,-0.08567538025368973,0.07566448649175986
4,-3,-0.3671901154993392,0.0
4,-2,-0.3459194208584667,0.0212706946408725
4,-1,-0.34658981580036036,0.020600299698978863
4,0,-0.1224147296422317,0.2447753858571075
5,-3,-0.1395498722838486,0.0
5,-2,-0.15227381375727608,-0.01272394147342748
5,-1,-0.13658982743709458,0.002960044846754023
5,0,-0.12990606206199576,0.009643810221852844
6,-3,-0.16615402598095852,0.0
6,-2,-0.16517768665367782,0.0009763393272806953
6,-1,-0.18337620592942488,-0.017222179948466365
6,0,-0.19298787802388606,-0.026833852042927542
7,-3,-0.10285374162878202,0.0
7,-2,-0.17402625433157856,-0.07117251270279654
7,-1,-0.09482336413513108,0.008030377493650945
7,0,-0.07639948734802246,0.026454254280759565
8,-3,-0.145287227702166,0.0
8,-2,-0.14892419749352262,-0.003636969791356609
8,-1,-0.12788199742281955,0.017405230279346456
8,0,-0.11726738764090895,0.02801984006125706
10,-3,-0.11488138462740134,0.0
10,-2,-0.11961006942590584,-0.0047286847985044955
10,-1,-0.1511007038522101,-0.03621931922480877
10,0,-0.19444367471150711,-0.07956229008410577
11,-3,-0.14315242071512058,0.0
11,-2,-0.1366938532208248,0.006458567494295769
11,-1,-0.11677955822289868,0.0263728624922219
11,0,-0.0748043918050043,0.06834802891011628
12,-3,-0.11734321708778891,0.0
12,-2,-0.11132623282286244,0.006016984264926473
12,-1,-0.10296844993643568,0.014374767151353232
12,0,-0.10770237774403733,0.009640839343751581
13,-3,-0.1618800385865873,0.0
13,-2,-0.14047795228043308,0.021402086306154228
13,-1,-0.14643624133167377,0.015443797254913544
13,0,-0.10091414167786707,0.060965896908720243
14,-3,-0.15227633672815646,0.0
14,-2,-0.1440090852844443,0.008267251443712154
14,-1,-0.08892341296496618,0.06335292376319028
14,0,-0.0931337407387378,0.059142595989418664
15,-3,-0.13334370918663124,0.0
15,-2,-0.20277881529327182,-0.06943510610664058
15,-1,-0.14346494798419085,-0.010121238797559606
15,0,-0.059120207309530395,0.07422350187710085
16,-3,-0.1675343221946664,0.0
16,-2,-0.14116328061929778,0.026371041575368626
16,-1,-0.15571658742049999,0.011817734774166422
16,0,-0.1539370048514753,0.013597317343191112
17,-3,-0.23844937685731907,0.0
17,-2,-0.3186207319761967,-0.08017135511887766
17,-1,-0.315022451655753,-0.07657307479843392
17,0,-0.32107002886317454,-0.08262065200585547
18,-3,-0.09226239091175095,0.0
18,-2,-0.09103475104718015,0.0012276398645708064
18,-1,-0.11476668042851693,-0.022504289516765974
18,0,-0.11282471152573981,-0.020562320613988855
19,-3,-0.05664094409038523,0.0
19,-2,,
19,-1,,
19,0,-0.05241308778132151,0.004227856309063721
20,-3,-0.1730487387476765,0.0
20,-2,-0.16001810459651988,0.013030634151156628
20,-1,-0.10839505214010432,0.06465368660757219
20,0,-0.14398768960211036,0.029061049145566148
22,-3,-0.16637690239910907,0.0
22,-2,-0.11572203615429837,0.050654866244810706
22,-1,-0.07978469127035952,0.08659221112874955
22,0,-0.12205050501540124,0.04432639738370783
23,-3,-0.19386954561194217,0.0
23,-2,-0.17972741783618634,0.014142127775755825
23,-1,-0.16017522339389828,0.03369432221804389
23,0,-0.18367759454885924,0.010191951063082932
24,-3,-0.05199812149069003,0.0
24,-2,-0.04067884384133973,0.011319277649350298
24,-1,-0.022099436527998353,0.029898684962691678
24,0,-0.05606766411335103,-0.0040695426226610015
26,-3,-0.14649842559434728,0.0
26,-2,-0.18039609073934293,-0.03389766514499565
26,-1,-0.14510845256426805,0.0013899730300792335
26,0,-0.08063150116902675,0.06586692442532054
27,-3,-0.22322106947628875,0.0
27,-2,-0.18322680067123295,0.0399942688050558
27,-1,-0.16786468726074813,0.05535638221554062
27,0,-0.14720101614248549,0.07602005333380327
28,-3,-0.14802189233680182,0.0
28,-2,-0.14832536444728453,-0.0003034721104827054
28,-1,-0.12016559167251564,0.027856300664286182
28,0,-0.11848992050138014,0.02953197183542168
29,-3,-0.1709885681325033,0.0
29,-2,-0.17481288788528782,-0.003824319752784522
29,-1,-0.12493008523049107,0.04605848290201223
29,0,-0.11732759986322243,0.053660968269280865
30,-3,-0.15060988020141317,0.0
30,-2,-0.14526734965072488,0.005342530550688285
30,-1,,
30,0,-0.09981060773101871,0.05079927247039445
31,-3,-0.17720995297144476,0.0
31,-2,-0.1439710784232434,0.033238874548201375
31,-1,-0.13324693868777387,0.04396301428367089
31,0,-0.07390128733469006,0.1033086656367547
32,-3,-0.16354569465519542,0.0
32,-2,-0.13069912104102585,0.032846573614169566
32,-1,-0.11379662214995484,0.04974907250524058
32,0,-0.11209963790543295,0.051446056749762464
33,-3,-0.12973634845643023,0.0
33,-2,-0.09374539006709859,0.03599095838933164
33,-1,-0.12394590895473138,0.005790439501698844
33,0,-0.12957132278729447,0.0001650256691357599
35,-3,-0.12165193207488638,0.0
35,-2,-0.10312734169524043,0.018524590379645947
35,-1,-0.10624792610174098,0.015404005973145396
35,0,-0.09148696850509269,0.030164963569793687
36,-3,-0.19436823990511007,0.0
36,-2,-0.2280630201582042,-0.033694780253094136
36,-1,-0.23352181021348978,-0.03915357030837971
36,0,-0.19301361028138167,0.0013546296237283983
37,-3,-0.13394864017851096,0.0
37,-2,-0.10392858245741769,0.03002005772109327
37,-1,-0.13835210354600935,-0.004403463367498389
37,0,-0.015116283818250684,0.11883235636026028
38,-3,-0.18844881742676717,0.0
38,-2,-0.1611601690815712,0.02728864834519598
38,-1,-0.1143379354970015,0.07411088192976567
38,0,-0.09905044564101918,0.08939837178574798
