track_id,first_frame,last_frame,mean_area,num_detections,lifetime,disappeared,mean_volume,mean_surface_area,mean_fluor_intensity,mean_fluor_total,mean_cv,mean_nnrm,mean_edge_distance_norm,mean_gaussian_sigma_norm,mean_peri_core_asymmetry,preburst_slope,preburst_spike
0,0,9,948.2,10,10,True,5.898045247601013,15.7789962,1885.2270470286549,1790941.7,0.7293172570761527,0.15402430974434503,1.716037734194303,0.2969765878300835,-0.559240528800186,-23.455220319985077,False
2,0,17,827.7222222222222,18,18,True,4.813687829485486,13.7741255,2893.823934155929,2380201.3333333335,0.5685112686555797,0.12576048056490752,1.6812248377015762,0.3109190351203522,-0.4747988976187521,-229.22021764626817,False
3,0,18,967.0,19,19,True,6.095160887947694,16.091847,2882.847806097232,2724521.0,0.5750053674433095,0.14574895491062945,1.6527188540641589,0.3018954801865723,-0.46215156615156405,-136.2296525453537,False
4,0,18,916.0,19,19,True,5.89502289388264,15.243155999999999,2185.9849158811217,1869440.5263157894,0.8338463398216543,0.1821527058643926,1.6970832462633236,0.2669949179716988,-0.5085500824820282,-285.3687781006555,False
5,0,8,1314.5555555555557,9,9,True,9.630602220421363,21.875519,2629.3736456848887,3445179.777777778,0.7422936198820032,0.16153591660963007,1.7025301727172775,0.2967608658434436,-0.5783829624344863,-120.855279094773,False
6,0,7,1192.375,8,8,True,8.320232690119473,19.842312375,3285.5877763268954,3923713.5,0.6889484184144079,0.17579076139691052,1.7201583886067064,0.2956466654235835,-0.5249716866263067,1.0910819959059235,False
7,0,18,1548.3684210526317,19,19,True,12.327513357691375,25.76639889473684,3100.510097626479,4762479.368421053,0.632127834086133,0.15256721068007528,1.69637267365202,0.304152688157931,-0.5190525365850727,-103.14736850289462,False
8,0,10,1196.1818181818182,11,11,True,8.355478906788006,19.905661636363636,3494.964268245506,4169849.090909091,0.6231508679922098,0.16636511050730263,1.6991495897486373,0.3060294327657631,-0.4804282658599261,-82.65916785741757,False
9,0,15,1132.4,15,16,True,7.724048187245789,18.844268399999997,2074.9522986625116,2287276.2666666666,0.7426467730443137,0.15440370432845024,1.717024764005958,0.2920491971475664,-0.5626270163862442,-209.26306578596854,False
10,0,14,1247.7333333333333,15,15,True,8.956439135197407,20.7635304,2376.989007785694,2948064.0,0.7187680347900133,0.1530792956064987,1.6175037712051925,0.297441465934611,-0.5374501785642086,-7.694860489650465,False
11,0,15,1050.9375,16,16,True,6.914129192052328,17.488650937499997,2369.19009696453,2423049.0,0.626226117573784,0.13952431408348376,1.7025267762798713,0.30549550927495284,-0.5149007345880358,-102.53984444768496,False
12,0,19,1154.75,20,20,True,7.98556820891586,19.21619475,2474.9197409331236,2787650.1,0.6642287743786635,0.1383378147761699,1.6686776420776765,0.30507342014601313,-0.51712087938134,-18.15208620112938,False
13,0,12,1182.6923076923076,13,13,True,8.216817514141903,19.681182692307694,2264.3303521204484,2660658.0,0.8040606237300264,0.1663083170361515,1.749992455934302,0.2867598414246976,-0.6341716844912977,-133.72767006218436,False
14,0,13,1416.7142857142858,14,14,True,10.806107056986662,23.575542428571428,1947.0020753770991,2704126.5,0.6295561969231759,0.1342582805797931,1.6562515014905095,0.3134051558980055,-0.4928298324445673,-68.07919014469407,False
