gradient_axis,axes_results_centroid_x_mann_whitney_U,axes_results_centroid_x_mann_whitney_p,axes_results_centroid_x_point_biserial_r,axes_results_centroid_x_point_biserial_p,axes_results_centroid_x_died_median,axes_results_centroid_x_survived_median,axes_results_centroid_y_mann_whitney_U,axes_results_centroid_y_mann_whitney_p,axes_results_centroid_y_point_biserial_r,axes_results_centroid_y_point_biserial_p,axes_results_centroid_y_died_median,axes_results_centroid_y_survived_median,quartile_death_rates_1_n_cells,quartile_death_rates_1_n_died,quartile_death_rates_1_death_rate,quartile_death_rates_2_n_cells,quartile_death_rates_2_n_died,quartile_death_rates_2_death_rate,quartile_death_rates_3_n_cells,quartile_death_rates_3_n_died,quartile_death_rates_3_death_rate,quartile_death_rates_4_n_cells,quartile_death_rates_4_n_died,quartile_death_rates_4_death_rate,auc_position_only
centroid_y,2193.0,0.5255388346093973,-0.03796134843492625,0.5510277092968147,663.5290345188705,752.0353857041755,2939.0,0.0847048545527611,0.1065560684904502,0.09339673880715536,565.8115923734674,467.73801169590644,63,55,0.873015873015873,62,57,0.9193548387096774,62,56,0.9032258064516129,62,60,0.967741935483871,0.6138262322472849
