track_id,first_frame,last_frame,mean_area,num_detections,lifetime,disappeared
276,0,24,1114.72,25,25,False
277,0,24,1097.6,25,25,False
278,0,24,971.6,25,25,False
279,0,17,858.2352941176471,17,18,True
280,0,13,585.1538461538462,13,14,True
281,0,24,1183.72,25,25,False
282,0,8,1077.4444444444443,9,9,True
283,0,14,639.4285714285714,14,15,True
284,0,23,805.6818181818181,22,24,True
285,0,21,1186.2272727272727,22,22,True
286,0,24,1196.0,24,25,False
287,0,24,1575.68,25,25,False
288,0,24,885.6190476190476,21,25,False
289,0,19,982.3,20,20,True
290,0,24,939.96,25,25,False
291,0,24,1104.52,25,25,False
292,0,24,1801.56,25,25,False
293,0,24,1025.68,25,25,False
294,0,15,1094.625,16,16,True
295,0,1,1095.0,2,2,True
296,0,22,1137.391304347826,23,23,True
297,0,18,1004.9473684210526,19,19,True
298,0,14,961.8666666666667,15,15,True
299,0,2,995.3333333333334,3,3,True
300,0,13,881.5714285714286,14,14,True
301,0,20,905.9047619047619,21,21,True
302,0,24,1169.72,25,25,False
303,0,24,1138.76,25,25,False
304,0,19,1417.15,20,20,True
305,0,24,850.84,25,25,False
306,0,15,929.625,16,16,True
307,0,20,809.3333333333334,21,21,True
308,0,11,493.25,12,12,True
309,0,24,1354.48,25,25,False
310,0,24,741.64,25,25,False
311,0,22,941.9565217391304,23,23,True
312,0,14,706.6666666666666,15,15,True
313,0,19,907.65,20,20,True
314,0,24,1123.4,25,25,False
315,0,24,876.6,25,25,False
316,0,24,1936.56,25,25,False
317,0,10,762.4,10,11,True
318,0,24,1379.4,25,25,False
319,0,17,1088.7222222222222,18,18,True
320,0,24,1266.92,25,25,False
321,0,13,751.0769230769231,13,14,True
322,0,18,1427.0526315789473,19,19,True
323,0,24,1040.4166666666667,24,25,False
324,0,24,917.0,25,25,False
325,0,24,1512.84,25,25,False
326,0,17,639.8888888888889,18,18,True
327,0,17,1029.1666666666667,18,18,True
328,0,18,963.578947368421,19,19,True
329,0,24,1071.44,25,25,False
330,0,24,1474.16,25,25,False
331,0,24,948.08,25,25,False
332,0,19,1155.75,20,20,True
333,0,16,843.2941176470588,17,17,True
334,0,24,1335.68,25,25,False
335,0,9,556.4,10,10,True
336,0,24,920.24,25,25,False
337,0,24,798.68,25,25,False
338,0,24,854.0,25,25,False
339,0,24,1190.8,25,25,False
340,0,24,979.76,25,25,False
341,0,24,1197.88,25,25,False
342,0,6,780.1428571428571,7,7,True
343,0,24,782.2,25,25,False
344,0,13,1357.142857142857,14,14,True
345,0,4,303.3333333333333,3,5,True
346,0,17,1183.388888888889,18,18,True
347,0,24,1080.08,25,25,False
348,0,14,1313.4666666666667,15,15,True
349,1,8,806.875,8,8,True
350,1,20,976.1111111111111,18,20,True
351,1,14,594.3571428571429,14,14,True
352,1,24,1148.2380952380952,21,24,False
353,1,11,529.4545454545455,11,11,True
354,1,24,1204.9583333333333,24,24,False
355,1,1,549.0,1,1,True
356,1,5,888.8,5,5,True
357,1,8,1251.8333333333333,6,8,True
358,1,24,893.5909090909091,22,24,False
359,1,2,541.5,2,2,True
360,1,10,736.0,10,10,True
361,1,16,713.6428571428571,14,16,True
362,1,10,987.6,10,10,True
363,1,1,635.0,1,1,True
364,1,2,530.5,2,2,True
365,1,11,567.75,8,11,True
366,1,24,907.6666666666666,24,24,False
367,1,1,741.0,1,1,True
368,1,24,461.6521739130435,23,24,False
369,1,5,1232.75,4,5,True
370,1,1,1511.0,1,1,True
371,1,24,962.6086956521739,23,24,False
372,1,1,958.0,1,1,True
373,1,24,1293.4583333333333,24,24,False
374,1,1,1240.0,1,1,True
375,1,1,488.0,1,1,True
376,1,24,961.0416666666666,24,24,False
377,2,24,746.695652173913,23,23,False
378,2,24,860.0,23,23,False
379,2,13,1648.4166666666667,12,12,True
380,3,13,711.875,8,11,True
381,3,19,1215.4705882352941,17,17,True
382,4,4,687.0,1,1,True
383,4,23,1239.4736842105262,19,20,True
384,5,5,688.0,1,1,True
385,8,17,552.4,5,10,True
386,9,20,857.9166666666666,12,12,True
387,9,24,822.3125,16,16,False
388,9,11,834.3333333333334,3,3,True
389,9,9,746.0,1,1,True
390,10,15,717.8333333333334,6,6,True
391,10,11,717.5,2,2,True
392,11,22,857.3333333333334,12,12,True
393,11,22,877.8571428571429,7,12,True
394,13,18,1172.0,5,6,True
395,13,18,768.1666666666666,6,6,True
396,14,20,834.2857142857143,7,7,True
397,15,24,1593.3,10,10,False
398,16,17,403.5,2,2,True
399,17,23,1004.6666666666666,3,7,True
400,18,19,1177.5,2,2,True
401,20,22,404.5,2,3,True
402,21,21,1775.0,1,1,True
403,21,23,363.0,2,3,True
