frame,cell_count,mean_area,iqr_area,z_count,z_area,z_iqr,flagged,reasons
0,240,960.1208333333333,306.5,0.7419499999999999,-0.8023224042782466,0.02352906976744186,False,
1,240,984.0083333333333,252.25,0.7419499999999999,0.6408336222918952,-0.9240856269113149,False,
2,239,975.020920502092,250.0,0.7307083333333334,-0.11957091638581165,-0.06600611620795106,False,
3,241,1018.4605809128631,305.0,0.7531916666666666,1.0930797345059498,0.8787064220183486,False,
4,234,1000.4059829059829,252.5,0.6745,-0.32929706215477944,-0.8952079510703363,False,
5,239,1040.6276150627616,296.0,0.7307083333333334,1.0186459769933383,0.6889388379204893,False,
6,233,1033.6781115879828,257.0,0.6632583333333333,-0.07243358914717632,-0.6724373088685015,False,
7,229,1023.1091703056769,269.0,0.6182916666666666,-0.1561520449323982,0.16914067278287462,False,
8,225,1015.0,262.0,0.573325,-0.09925695826439948,-0.14438837920489295,False,
9,225,1109.2355555555555,328.0,0.573325,2.26800084874796,1.060223241590214,False,
10,216,1100.3055555555557,288.75,0.47215,-0.11824294396871561,-0.6765626911314985,False,
11,214,1143.7616822429907,302.25,0.44966666666666666,1.0934606033944758,0.19389296636085626,False,
12,209,1134.3971291866028,310.0,0.3934583333333333,-0.1282942593309793,0.0990091743119266,False,
13,200,1140.125,272.5,0.29228333333333334,0.22079708789614588,-0.6476850152905199,False,
14,187,1145.8128342245989,262.5,0.14614166666666667,0.21987103209208325,-0.19389296636085626,False,
15,174,1131.5114942528735,268.25,0.0,-0.24248331273403317,0.06600611620795106,False,
16,153,1114.3006535947713,221.0,-0.236075,-0.3097807543596222,-0.8085749235474006,False,
17,151,1298.1456953642385,422.5,-0.25855833333333333,4.340689539222061,3.2961804281345564,False,
18,147,1297.4353741496598,293.5,-0.303525,0.07188017778652742,-2.1575749235474007,False,
19,135,1433.5333333333333,385.5,-0.43842499999999995,3.236288183293483,1.489262996941896,False,
20,118,1373.6101694915253,332.25,-0.6295333333333333,-1.297726930006793,-0.9075840978593271,False,
21,106,1494.5377358490566,341.5,-0.7644333333333333,2.8853933955950692,0.12376146788990826,False,
22,95,1460.042105263158,399.0,-0.8880916666666666,-0.7095820490020481,0.919960244648318,False,
23,85,1494.129411764706,434.0,-1.0005083333333333,0.8767575682267691,0.5486758409785932,False,
24,75,1562.28,453.0,-1.112925,1.6646493617521674,0.284651376146789,False,
25,77,1524.064935064935,412.0,-1.0904416666666668,-0.7956134485357389,-0.705440366972477,False,
26,73,1564.164383561644,389.0,-1.1354083333333334,1.0158198399280849,-0.4084128440366972,False,
27,67,1557.2388059701493,371.0,-1.2028583333333331,-0.07188017778652742,-0.3259051987767584,False,
28,64,1560.5,387.25,-1.2365833333333331,0.16374226827462485,0.23927217125382264,False,
29,61,1526.0655737704917,447.0,-1.2703083333333332,-0.7081663777081048,0.9570886850152905,False,
30,42,1417.5,296.75,-1.4838999999999998,-2.422837419937666,-2.5082324159021407,False,
