track_id,first_frame,last_frame,mean_area,num_detections,lifetime,disappeared,mean_volume,mean_surface_area,mean_fluor_intensity,mean_fluor_total,mean_cv,mean_nnrm,fluor_disappearance_frame,max_drop,area_initial,area_max,area_rel_max,frame_of_max_area,growth_rate_px_per_frame,changepoint_frame,slope_before,slope_after,slope_ratio,mean_speed,max_speed,speed_std,total_displacement,net_displacement,last_y,last_x,preburst_slope,preburst_spike
14,0,16,1302.1176470588234,17,17,True,35414.77215472927,5208.470588235294,1705.5912716546823,2204093.470588235,0.6375403971196512,0.150858558869452,,-0.25020876319607976,1132.0,1492.0,1.3180212014134276,15,16.840686274509807,13,12.021978021978057,-19.700000000000053,-1.638665447897623,0.5147025673368607,1.1183350375766161,0.2526559264299687,8.235241077389771,1.507097908389887,646.9195318215069,214.3057790782736,-37.68759818948097,False
15,0,8,1308.6666666666667,9,9,True,35648.132697091954,5234.666666666667,2640.317744826669,3444728.4444444445,0.7384891877433204,0.1613509229978934,8.0,-0.32629439439405367,1286.0,1389.0,1.0800933125972005,8,-4.13333333333333,6,7.942857142857161,112.5000000000002,14.163669064748195,1.0416693765867246,1.811273059231938,0.5341969751097708,8.333355012693797,3.5861153041864484,711.6918646508279,400.5752339812815,-121.66532542526156,False
16,0,18,851.7647058823529,17,19,True,19476.250956411284,3407.0588235294117,2250.104694104594,1825534.705882353,0.8355592847586233,0.18420031863685,14.0,-0.38871007219298614,755.0,1933.0,2.5602649006622515,18,31.81396438612934,16,12.96350078492935,529.9999999999995,40.88401804365594,3.2539679600762668,24.558336274209697,5.889533323190303,52.77969772018295,23.364180622484472,709.0444904293844,551.1272633212623,-156.28447926848528,False
17,0,18,1510.4444444444443,18,19,True,44272.41785131631,6041.777777777777,3169.468025926528,4745950.777777778,0.6282735618732278,0.14823214117031222,,-0.20413822762847153,1332.0,1772.0,1.3303303303303304,18,18.753427686864264,12,8.265734265734322,5.357142857142866,0.648114575779547,0.46945187645441855,0.9527244110894267,0.2602653748164988,8.257527598880861,2.1293996940063975,731.1625282167043,657.1777652370204,-174.56211201630288,False
18,0,15,952.5,16,16,True,22139.66268091137,3810.0,3367.8796781949636,3195255.875,0.7848335776963029,0.19922571057927055,,-0.21670252358088507,906.0,1041.0,1.1490066225165563,15,1.1970588235294244,13,-7.3901098901098425,22.00000000000007,-2.9769516728624823,1.1881490624917856,2.7724840789877243,0.7396687991279063,17.822235937376785,5.172511272919202,732.747358309318,736.4034582132565,-67.53394866715493,False
19,0,29,1287.1153846153845,26,30,False,35402.83398956942,5148.461538461538,1947.6408600602565,2257708.0,0.5701264641740862,0.13380802897015895,,-0.2250165356832232,920.0,1828.0,1.9869565217391305,29,30.858762727553216,18,10.029411764705872,20.576782449725744,2.051643997919871,1.4004085476782777,4.595854762056588,1.0212395111239145,39.38548394269724,9.101164017876867,734.2155361050328,1143.3063457330416,,
20,0,14,1269.0,15,15,True,34140.25416185914,5076.0,2224.406152103534,2772030.7333333334,0.6648947602057349,0.15056419794533213,14.0,-0.4889738898432347,1215.0,1653.0,1.3604938271604938,14,19.79999999999997,11,4.472727272727344,171.89999999999984,38.43292682926764,0.6482538994766678,1.6638985124535715,0.3861677441942884,9.075554592673349,1.7939461240478771,738.7568058076225,805.431941923775,-120.99256966071403,False
21,0,14,703.3846153846154,13,15,True,14135.729902677265,2813.5384615384614,1665.9692886592654,1181139.6923076923,0.4984226108726286,0.11692589725833097,14.0,-0.514672325710565,741.0,894.0,1.2064777327935223,12,-5.160841232227502,12,-7.227272727272731,-180.00000000000082,24.90566037735859,1.9588201411663695,8.632507798279322,2.119592389203846,26.710154561313455,8.279965086600994,751.1498127340824,48.745318352059925,37.826387761232446,False
22,0,12,777.9090909090909,11,13,True,16369.64627076269,3111.6363636363635,2399.3791184824195,1859909.8181818181,0.4791128609898971,0.14265946461363058,,-0.14898875105562948,732.0,962.0,1.314207650273224,12,11.712244897959119,9,7.6999999999999575,85.99999999999994,11.168831168831224,1.0072324656607006,2.0266765708658814,0.6602517534002075,10.62079402915981,1.7880511936030123,744.2193347193347,690.8409563409564,-144.56138872645082,False
23,0,19,1163.3157894736842,19,20,True,29949.466323360888,4653.263157894737,1924.4346313928143,2211696.1578947366,0.6302089279879212,0.13722617454458955,,-0.19749606386494592,973.0,1378.0,1.4162384378211716,19,18.497132927888813,13,13.082417582417632,18.79503105590061,1.4366634406442242,1.570243521488405,10.654999970307326,2.284611861459519,28.74018917940205,18.710018482729954,729.5899854862118,239.74600870827285,-10.428728879850086,False
24,0,19,1077.3684210526317,19,20,True,26647.644300034797,4309.473684210527,2173.751883866157,2321831.947368421,0.6359496928745604,0.12720451195580124,,-0.2672327712381813,906.0,1234.0,1.3620309050772628,19,11.25021720243267,16,11.304411764705913,55.35714285714307,4.896950324295197,2.3305810909859948,9.927080023680562,2.450914072431694,44.62804034263405,12.33214214036874,743.8217179902755,538.8606158833063,-27.78649631625404,False
25,0,15,982.0625,16,16,True,23208.73065238351,3928.25,1500.1090199468777,1456075.625,0.5534781290960749,0.10146045318867644,,-0.23810893079498427,869.0,1210.0,1.3924050632911393,15,9.048529411764724,13,4.373626373626403,173.0000000000004,39.55527638190937,0.8495969506602298,2.0778157128496115,0.5257480439200024,12.743954259903447,3.331728293230522,751.9561983471075,78.52727272727273,-45.4096016480219,False
26,0,12,1354.6153846153845,13,13,True,37553.617819225685,5418.461538461538,2417.615713130145,3270699.3846153845,0.6657258930263025,0.146256086295244,,-0.21479279836175008,1272.0,1569.0,1.2334905660377358,12,12.818681318681325,11,10.872727272727332,275.0,25.29264214046809,0.5046035365250511,1.1092456957861743,0.26274534113094006,6.0552424383006125,2.731756699907944,755.4652644996813,349.92288081580625,-152.88942507219463,False
27,0,19,1437.4736842105262,19,20,True,41083.63152378995,5749.894736842105,2294.617127681354,3270433.736842105,0.643045529971008,0.14012640956918823,,-0.21560768164664865,1293.0,1668.0,1.2900232018561484,19,15.73492615117294,10,14.90909090909087,30.777941176470584,2.064374103299862,0.6212237625148879,1.38597666649934,0.33205413660750666,11.451651591380532,2.816402069567093,755.5695443645084,434.6726618705036,-34.884984319582244,False
28,0,11,892.75,12,12,True,20101.429060080427,3571.0,1866.7468211355717,1651944.4166666667,0.7168466812281996,0.15013364518707142,,-0.1812530089041065,777.0,975.0,1.2548262548262548,10,16.513986013986013,10,19.89090909090911,-40.999999999999844,-2.061243144424122,0.5595714202389845,0.9300882316882356,0.23117769635923077,6.15528562262883,4.193796813472824,754.1734475374732,916.6081370449679,-105.29838205590684,False
29,0,16,813.2352941176471,17,17,True,17478.937140314792,3252.9411764705883,2946.8189308434135,2376114.8235294116,0.5730351766934799,0.12124925087198989,,-0.1531668288919525,681.0,877.0,1.287812041116006,7,6.727941176470589,11,16.390909090909094,18.57142857142858,1.1330322478409003,0.6780636886619906,1.8013154019622848,0.4542527592089646,10.84901901859185,3.4009769762848134,720.179366940211,1088.6271981242674,-64.55638761848193,False
30,0,12,918.2307692307693,13,13,True,21048.54154430584,3672.923076923077,2832.5977710853044,2619862.153846154,0.5957338714674656,0.14594303972523945,10.0,-0.3450478154758087,944.0,1119.0,1.1853813559322033,12,-4.554945054945065,11,-9.118181818181778,406.00000000000006,-44.52642073778684,1.0391728158095537,4.699652845151113,1.1704259608411829,12.470073789714645,4.335484212580109,754.1939231456657,1131.1528150134047,-134.7003085705202,False
31,0,16,1129.7058823529412,17,17,True,28680.29516861315,4518.823529411765,2602.571532148528,2951964.411764706,0.5609911108153648,0.13709903539943044,14.0,-0.3057604348712095,1130.0,1396.0,1.2353982300884956,12,-3.313725490196102,12,-15.080419580419546,-97.60000000000002,6.471968467424083,1.2146054844629828,3.1383101474180974,0.7833250083417475,19.433687751407724,6.193616905370343,647.4678899082569,1256.361875637105,-103.0753564895056,False
32,0,28,1160.48,25,29,True,29926.94630266289,4641.92,1915.0358196872878,2232826.88,0.6597116009789317,0.1311854118265989,25.0,-0.9456359427755926,1118.0,1591.0,1.4230769230769231,23,-0.8937224669603497,21,-4.6662033014769575,-78.24000000000011,16.767379161391318,1.5510740104136562,5.565893716258692,1.225015326884742,41.18505157046328,7.654493572279254,628.4966183574879,519.3207729468598,-266.31786265472533,False
33,0,29,1142.923076923077,26,30,False,29682.980149021714,4571.692307692308,2372.6661804938276,2447299.0,0.6521136061541273,0.1403089774285945,10.0,-0.3288137207405291,886.0,1627.0,1.8363431151241536,27,27.48306849737734,10,15.25454545454549,47.49243126351561,3.1133298206118627,1.3010814002980648,9.526017357729254,2.2408122442915803,33.60124687858487,1.5688579539205363,561.3825338253382,940.1968019680197,,
34,0,19,1344.2631578947369,19,20,True,37408.61757773893,5377.0526315789475,1390.2728268204132,1805230.7894736843,0.6281324838696954,0.14314275314048705,14.0,-0.3800025017463775,1173.0,1932.0,1.6470588235294117,19,28.64109470026067,15,6.753571428571391,125.9999999999999,18.656795346377667,0.7204302481757523,2.02400132340064,0.42133095328781656,13.62946197584235,3.911208786927361,564.4689440993789,79.0031055900621,-87.91988197878717,False
35,0,19,893.3684210526316,19,20,True,20241.629934187244,3573.4736842105262,2302.8704995187422,2023207.6842105263,0.5475941891706364,0.14044214948416991,12.0,-0.3580477884168534,699.0,1074.0,1.536480686695279,19,6.28644656820158,12,25.377622377622412,63.01449275362319,2.483073150666328,0.99762648981253,5.874177026466554,1.2966531616388017,18.172397586696288,3.0662017584056134,561.1992551210428,1249.2495344506517,-57.428752666981886,False
36,0,13,1326.142857142857,14,14,True,36690.37779409909,5304.571428571428,2079.8983339610018,2645534.3571428573,0.6349549833875898,0.13709526868042027,10.0,-0.44362719242366994,1104.0,1874.0,1.6974637681159421,12,43.560439560439534,12,19.283216783216787,-69.00000000000021,-3.578241160471452,0.5508771770458633,1.0703356837507345,0.26156730873774714,7.161403301596222,4.140209537413909,565.5656509695291,333.8016620498615,-302.09981772240667,False
37,0,15,1080.875,16,16,True,26818.895891416672,4323.5,2055.8627825657677,2189510.0,0.5891608724488149,0.11263379388210003,15.0,-0.34204176595786495,943.0,1348.0,1.4294803817603394,15,17.682352941176493,11,16.372727272727268,82.20000000000009,5.020544142143261,0.9127102432420614,2.8689136876423302,0.7065203196633628,13.69065364863092,2.7936705976799936,568.3137982195846,189.6847181008902,-86.26536002297823,False
38,0,19,1204.6842105263158,19,20,True,31546.06884579637,4818.736842105263,2454.8982297531766,2933210.8421052634,0.7445059685174873,0.16864992078029728,,-0.2030732956624253,1131.0,1359.0,1.2015915119363396,19,-1.1297132927888418,11,18.954545454545443,38.90090090090087,2.0523257070019656,0.9854974419179877,1.9129286370186476,0.47267548812337934,17.887755963181032,3.806480001577922,570.5121412803531,848.6968359087564,-130.81578861593715,False
39,0,14,1360.4666666666667,15,15,True,37850.5167378093,5441.866666666667,2829.7013871204013,3824550.066666667,0.553844957838951,0.12622401143150538,14.0,-0.3580643444484158,1339.0,1568.0,1.171023151605676,14,8.296428571428558,10,3.187878787878755,101.99999999999997,31.9961977186315,0.8922747607167894,2.3642353571733548,0.5341221277854098,12.49184665003505,3.0858053665713943,572.2213010204082,1115.142857142857,-192.01217004135236,False
40,0,29,1314.0740740740741,27,30,False,36175.640217552675,5256.2962962962965,1991.7273437539968,2489584.703703704,0.5351246239316668,0.11916623044306816,,-0.2613609050325508,1045.0,1755.0,1.6794258373205742,29,22.34177914322207,23,13.729667657389884,26.3571428571429,1.9197218399497369,1.2849392389077454,3.689963446374444,1.1479941838890209,35.054617639915726,10.51850554703183,575.9396011396011,1159.82849002849,,
41,0,13,1482.5714285714287,14,14,True,43022.6422797918,5930.285714285715,2843.6896872829857,4196932.285714285,0.5212067156303861,0.10867781266885625,,-0.19274774080607018,1357.0,1713.0,1.262343404568902,13,17.942857142857086,12,7.0314685314685725,23.000000000000078,3.271009448035795,0.5561610488474404,1.0974657949139461,0.296027353478418,7.2300936350167255,2.126858084742057,582.2901342673672,1202.3876240513719,-89.15644378377259,False
42,0,29,1317.037037037037,27,30,False,36096.602880369515,5268.148148148148,1857.861350765982,2414809.111111111,0.5000111816147231,0.12014085670941016,,-0.26952097214476506,1375.0,1678.0,1.2203636363636363,29,8.883686009182243,27,4.258698599186607,18.000000000000384,4.226643323253331,1.3966785055102275,4.6628741273708885,1.1107747761435154,38.48560100083521,3.4990474626407657,582.9654350417163,128.6471990464839,,
43,0,15,918.0625,16,16,True,21013.67306048639,3672.25,2647.1335029570832,2382014.6875,0.556062675944049,0.14119369920425764,15.0,-0.3753626626125552,757.0,1170.0,1.5455746367239103,15,17.125000000000007,12,14.93706293706298,108.90000000000016,7.29058988764044,1.1788158507806759,3.5375157447051446,0.8989582192974661,17.682237761710137,1.9116668830434587,580.9111111111112,269.7401709401709,-37.37243252748269,False
44,0,10,1236.6363636363637,11,11,True,32807.495305211836,4946.545454545455,2912.8855243891717,3526133.727272727,0.7220980071921443,0.15469740841118826,10.0,-0.5028769897936746,1084.0,1504.0,1.3874538745387455,10,29.2727272727273,8,23.357142857142946,131.99999999999997,5.651376146788968,1.7262309898771258,2.70446044382055,0.7536785656970673,17.262309898771257,4.544560385049522,583.0864361702128,794.4760638297872,-215.07457577986665,False
45,0,11,813.9166666666666,12,12,True,17468.677268897092,3255.6666666666665,3576.6579984158,2911545.0,1.0239512204159027,0.21554060468079184,,-0.1467930658593456,806.0,834.0,1.034739454094293,8,0.8566433566433747,6,-1.999999999999979,-3.1714285714285673,1.5857142857143003,0.5643289614543042,1.1054602227500674,0.2832123212415446,6.207618575997346,3.0898707406867643,586.5859085290482,1041.3152039555007,-100.44190927165538,False
46,0,14,726.4666666666667,15,15,True,14757.396714575547,2905.866666666667,2786.523238392339,2010380.8666666667,0.4324120835012837,0.08933496258752391,14.0,-0.3082648265251588,611.0,835.0,1.3666121112929623,13,6.214285714285714,11,7.34545454545456,57.1999999999999,7.787128712871259,0.7240598412567374,2.6902890268626014,0.6991975354517378,10.136837777594323,3.7002390024633365,631.8345679012345,1214.1555555555556,-22.729265162801525,False
47,0,6,1084.5714285714287,7,7,True,26992.678285017475,4338.285714285715,2980.199533223201,3126723.714285714,0.5166031898878095,0.09414075152858323,6.0,-0.4682580875335227,997.0,1372.0,1.3761283851554664,6,48.392857142857146,5,20.099999999999977,286.00000000000074,14.228855721393089,1.6282427966374426,5.425777828611531,1.7424780119251446,9.769456779824656,3.3602487723842134,586.1836734693877,924.3804664723032,-365.38264224479525,False
48,0,14,1238.9333333333334,15,15,True,32866.728597073314,4955.733333333334,2630.331041326563,3240135.2666666666,0.5789041505877737,0.1448264535504168,14.0,-0.421730358706983,1148.0,1429.0,1.244773519163763,13,14.88571428571431,12,4.395104895104914,28.99999999999993,6.5982498011137185,1.129349198481825,3.2785308175597634,0.9151203532577346,15.81088877874555,4.825195420861485,595.4498220640569,307.6640569395018,-3.520932910347188,False
50,0,19,1119.4736842105262,19,20,True,29166.37179850475,4477.894736842105,3535.799884124275,3493191.3157894737,0.8130081837747191,0.18825428337661926,,-0.25758320973818133,913.0,1869.0,2.0470974808324205,19,49.41329278887927,13,-4.499999999999989,62.397515527950276,-13.86611456176676,1.2962293275678956,4.637940259390335,1.245986989379303,24.387047637895158,0.568126733971883,592.9464954521135,1273.9834135901551,-84.15006445035729,False
51,0,16,932.8235294117648,17,17,True,21549.821528336895,3731.294117647059,2085.2150208556127,1899941.8823529412,0.6118373118018868,0.13714909550258292,16.0,-0.3465866021545589,733.0,1158.0,1.5798090040927695,16,20.10294117647057,11,20.599999999999987,59.88571428571429,2.907073509015259,0.7581911640523398,1.3018616965084469,0.35863187751599623,12.131058624837436,2.228305218243602,592.4386873920553,1084.7461139896373,-85.09194586633734,False
52,0,19,1063.2105263157894,19,20,True,26185.71694751469,4252.8421052631575,1272.329112944102,1337809.0526315789,0.5929408277481051,0.13776651488285316,16.0,-0.34496971320178743,924.0,1367.0,1.4794372294372293,19,14.317810599478715,16,10.742647058823554,138.35714285714343,12.879241224210448,1.544865955323074,7.017082332777248,1.7390525334513671,30.5635747993297,13.352484922747625,610.407461594733,65.03218727139722,-24.511247763126203,False
53,0,13,1144.5,14,14,True,29220.476659254582,4578.000000000001,2588.6248582740095,2907798.8571428573,0.5335938004642168,0.12085942946076522,,-0.1687332087827537,983.0,1454.0,1.479145473041709,13,22.89010989010988,12,16.02447552447556,218.00000000000026,13.604189395592394,1.2986916948570497,2.267141412104224,0.5913159095074857,16.882992033141647,2.280962323449204,606.1526822558459,250.67606602475928,-211.7403999305127,False
54,0,12,1010.1538461538462,13,13,True,24260.20581131317,4040.6153846153848,2796.6922071483714,2785925.230769231,0.6545721184223999,0.16508967149371057,11.0,-0.33497971898424805,891.0,1361.0,1.5274971941638609,12,17.230769230769262,11,12.736363636363679,470.99999999999994,36.980728051391736,3.0210694246578327,12.473862025747774,3.107405697122231,36.25283309589399,8.873883078000272,598.0911094783247,1000.6216017634092,-247.4071174019941,False
55,0,8,763.7777777777778,9,9,True,16058.866499115426,3055.1111111111113,3027.5205151107343,2391219.222222222,0.6330344347248884,0.14719599447919499,8.0,-0.8219325154409873,875.0,886.0,1.0125714285714287,1,-30.666666666666668,6,-30.65714285714279,-200.99999999999997,6.5563839701770865,2.42265934107463,4.316894549337575,1.2754396208761793,19.38127472859704,10.638396308737384,602.4891304347826,187.05434782608697,-551.7719281855428,False
56,0,11,1397.4166666666667,12,12,True,39343.14411796919,5589.666666666667,2284.036040784634,3175756.5833333335,0.6984215543580238,0.15064959664097333,,-0.21170042922113597,1218.0,1486.0,1.2200328407224958,9,15.06643356643359,9,29.816666666666606,-71.50000000000024,-2.397987702627179,0.8359653662881397,1.5084668857282224,0.42794507721066977,9.195619029169537,2.3818627057690627,612.3008190618019,1319.005956813105,-112.5382836007967,False
57,0,16,1465.4666666666667,15,17,True,42408.8200443568,5861.866666666667,3844.8682622413644,5594591.733333333,0.45430802895208355,0.10478322624095086,16.0,-0.3846267510861024,1264.0,1870.0,1.4794303797468353,12,17.76893203883498,12,15.563636363636343,-124.57142857142844,-8.00400534045394,1.1413263363950237,2.260969520325241,0.6774157489878904,19.057725739534565,4.3439620139840365,612.1112770724421,662.1867064973861,-339.2867633107166,False
58,0,19,1155.1052631578948,19,20,True,29675.722534887598,4620.421052631579,2520.5516227569847,2896163.1578947366,0.8404034871925038,0.2042615079952462,10.0,-0.36215423562741905,1161.0,1445.0,1.2446167097329888,19,1.2723718505647261,12,-21.31468531468531,73.21014492753623,-3.4347279280307363,0.8283110863981911,1.5494503705350597,0.446406394093898,15.661506188950394,2.19618663840874,620.0207612456747,336.9321799307958,-64.81954469308612,False
59,0,11,1126.4166666666667,12,12,True,28453.67799519456,4505.666666666667,2644.901547653872,2973136.0,0.7090467444936288,0.1582169664629391,,-0.19056188055957032,1044.0,1205.0,1.1542145593869733,8,8.22727272727276,8,11.714285714285783,-30.300000000000104,-2.586585365853652,0.5864716272941967,0.9751881490234396,0.2831621948437803,6.451187900236163,3.827522202476366,619.2459459459459,879.1351351351351,-132.06748108591708,False
60,0,29,1140.888888888889,27,30,False,30178.55438719991,4563.555555555556,2128.2502205676096,2057625.7407407407,0.7996431896140436,0.17864777687853342,,-0.25058013894844205,760.0,1836.0,2.4157894736842107,27,40.43465428561568,11,9.781818181818165,58.694534844574115,6.000370662549408,1.2729859763747533,5.593348864168337,1.005326121457474,37.11946400391191,4.258711796392365,624.2282135076252,478.3137254901961,,
61,0,16,1701.0588235294117,17,17,True,52877.86414314591,6804.235294117647,4043.953643828087,6842920.235294118,0.43500538950262824,0.10132026954214837,,-0.259842532943429,1523.0,1974.0,1.2961260669730794,12,13.703431372549046,12,8.737762237762299,-80.70000000000016,-9.235774309723844,0.8412212155688191,1.9463761410575158,0.5103113466486159,13.459539449101106,3.49217542011622,593.9358086847074,626.9244808055381,-95.22183687537859,False
62,0,12,790.9230769230769,13,13,True,16782.9516662624,3163.6923076923076,1917.794067521193,1509535.8461538462,0.5751102061142354,0.140313948433657,,-0.2869147524647158,691.0,863.0,1.2489146164978293,10,4.928571428571454,11,15.000000000000009,-220.99999999999997,-14.733333333333322,0.428424946511439,0.9582246683410318,0.21468614646565146,5.141099358137268,2.5580376329338503,542.5594294770206,409.05071315372425,-93.95236838994448,False
63,0,29,1203.6842105263158,19,30,False,32085.667430934343,4814.736842105263,1696.0830240320129,1847166.5789473683,0.5292596598916974,0.12892099868676132,12.0,-0.3133077038692282,874.0,1639.0,1.8752860411899313,29,28.98646902835385,18,4.0352480417754615,33.50822669104203,8.303882771057317,1.064442748658797,2.4120827758939076,0.6136142274133225,28.78674268321757,20.593771458836173,742.2165954850518,1219.2647956070775,,
64,0,14,1104.0,15,15,True,27651.872996260347,4416.0,2157.6028484095677,2360470.6666666665,0.6012201162876932,0.12609374086641048,14.0,-0.3369061033282113,961.0,1308.0,1.3610822060353798,14,16.84642857142858,11,13.945454545454586,74.0999999999999,5.313559322033875,0.6388495556596618,1.5369058358426115,0.41787630835734985,8.943893779235266,5.019005919985193,766.7668195718654,269.1597859327217,48.78168780631254,False
65,0,16,1611.9333333333334,15,17,True,48804.943704809346,6447.733333333334,2362.801967243426,3760942.7333333334,0.5453399092703319,0.11822354882829214,,-0.19908193044525704,1377.0,1833.0,1.3311546840958606,14,23.98135593220339,14,26.2961335676625,-69.99999999999999,-2.6619883040935735,1.019288852152997,2.2706131960663227,0.534480675209474,14.718167748209732,3.3396492350847584,938.7968103957472,121.94802126402836,-239.73824792177768,False
66,0,11,1099.6666666666667,12,12,True,27486.57401023111,4398.666666666667,2034.387828474275,2216496.4166666665,0.6347045796175876,0.14159706069654573,11.0,-0.3564507383603708,963.0,1200.0,1.2461059190031152,10,20.923076923076927,2,-23.000000000000227,14.854545454545447,-0.6458498023715348,0.836510276484346,2.002184008896273,0.5669855858267242,9.201613041327805,6.1408795701596715,936.7475982532751,76.65502183406113,-110.68630772174986,False
