feature,n_survived,n_died,median_survived,median_died,U,p_value
area,19,268,4.060404,3.904394625,2195.0,0.316038322331895
cv,19,268,0.7329480140371417,0.7749687989833431,3070.0,0.13426317276678013
nnrm,19,268,0.1681015966481395,0.17531445986284025,3084.0,0.12415919825929538
mean_edge_distance_norm,19,268,1.7139531399203742,1.7205915384375705,2618.0,0.8379396433577566
gaussian_sigma_norm,19,268,0.2817186806037345,0.27906028097221286,2124.0,0.22792408323911484
